Year Month,ICB Code,Commissioner / Provider Code,PCN,PCN Code,Practice,BNF Chemical Substance plus Code,BNF Presentation plus Code,Items,Actual Cost,ADQ Usage,List Size,,,,,,
202310,QHM,13T00,WEST END FAMILY HEALTH PCN,U44695,WEST ROAD MEDICAL CENTRE,,,,,,11466,,,,,,
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,DR RASOOL,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,203.4911066,,2286,,,,,,
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,KINGSWAY MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,406.9698132,,9444,,,,,,
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,KINGSWAY MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,34.02138443,,9444,,,,,,
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,MARSH HOUSE MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),6,463.5940649,,8568,,,,,,
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,MELROSE SURGERY,,,,,,2468,,,,,,
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,NORTON MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),15,1085.473502,,16827,,,,,,
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,QUEENSTREE PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.83036887,,4121,,,,,,
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,QUEENSTREE PRACTICE,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,57.65767354,,4121,,,,,,
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,THE ROSEBERRY PRACTICE,,,,,,7983,,,,,,
202310,QHM,16C00,BYTES PCN,U63844,EAGLESCLIFFE MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),6,406.9822132,,11815,,,,,,
202310,QHM,16C00,BYTES PCN,U63844,EAGLESCLIFFE MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),2,135.6607377,,11815,,,,,,
202310,QHM,16C00,BYTES PCN,U63844,PARK LANE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,305.2056599,,5205,,,,,,
202310,QHM,16C00,BYTES PCN,U63844,THORNABY & BARWICK MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),15,1074.167385,,21157,,,,,,
202310,QHM,16C00,BYTES PCN,U63844,THORNABY & BARWICK MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),3,203.4911066,,21157,,,,,,
202310,QHM,16C00,BYTES PCN,U63844,YARM MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),6,497.5030493,,14999,,,,,,
202310,QHM,16C00,BYTES PCN,U63844,YARM MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),2,271.2966755,,14999,,,,,,
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,MARTONSIDE MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),10,621.891837,,7930,,,,,,
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PARK SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),19,1288.977009,,11837,,,,,,
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PARK SURGERY,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),3,327.9209272,,11837,,,,,,
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PROSPECT SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,237.724891,,7457,,,,,,
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE DISCOVERY PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.83036887,,8823,,,,,,
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE DISCOVERY PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,124.4422206,,8823,,,,,,
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ENDEAVOUR PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),8,486.2310993,,9287,,,,,,
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ERIMUS PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,203.4911066,,7077,,,,,,
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THORNTREE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,339.1518443,,2717,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,BLACKETTS MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),4,271.3214755,,10982,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,BLACKETTS MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,57.65767354,,10982,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,CARMEL MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),9,734.9031404,,11380,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,CARMEL MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),2,271.2966755,,11380,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,CLIFTON COURT MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,305.3428599,,12100,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,CLIFTON COURT MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,67.83036887,,12100,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,DENMARK STREET SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),22,1650.60692,,14891,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,MIDDLETON AND DINSDALE MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,339.1518443,,5800,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,MIDDLETON AND DINSDALE MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),3,203.4911066,,5800,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,MOORLANDS SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),23,1560.098484,,13421,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,MOORLANDS SURGERY,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),4,339.1394443,,13421,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,MOORLANDS SURGERY,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),2,115.3153471,,13421,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,NEASHAM ROAD SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),17,1040.492567,,13195,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,ORCHARD COURT SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,135.6607377,,8580,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,PARKGATE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,294.1461098,,4775,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,ROCKLIFFE COURT SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.83036887,,6130,,,,,,
202310,QHM,16C00,DARLINGTON PCN,U45102,WHINFIELD MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),9,576.6643354,,12123,,,,,,
202310,QHM,16C00,DUMMY,-,DARLINGTON CCG FT COMMUNITY PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.83036887,,,,,,,,
202310,QHM,16C00,DUMMY,-,DARLINGTON PALLIATIVE CARE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.83036887,,,,,,,,
202310,QHM,16C00,DUMMY,-,THE RIDGEWAY HEALTH CENTRE,,,,,,29,,,,,,
202310,QHM,16C00,DUMMY,-,URGENT CARE CENTRE DARLINGTON OOH,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,34.02138443,,,,,,,,
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,BROTTON SURGERY,,,,,,7299,,,,,,
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,HILLSIDE PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,271.3090755,,9517,,,,,,
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,SPRINGWOOD SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,203.4911066,,7954,,,,,,
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,THE GARTH,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),12,1017.418333,,11331,,,,,,
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),6,361.8671116,,5956,,,,,,
202310,QHM,16C00,ESTON PCN,U85257,CAMBRIDGE MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),6,350.5703615,,7276,,,,,,
202310,QHM,16C00,ESTON PCN,U85257,NORMANBY MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),23,1391.153562,,22718,,,,,,
202310,QHM,16C00,ESTON PCN,U85257,NORMANBY MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,67.83036887,,22718,,,,,,
202310,QHM,16C00,ESTON PCN,U85257,SOUTH GRANGE MEDICAL GROUP PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),8,497.5278493,,14890,,,,,,
202310,QHM,16C00,ESTON PCN,U85257,THE ESTON SURGERY,,,,,,3818,,,,,,
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,ACKLAM MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),6,237.8279239,,11295,,,,,,
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,COULBY MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),7,576.6395354,,9385,,,,,,
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,CROSSFELL HEALTH CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,101.8517533,,8936,,,,,,
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,CROSSFELL HEALTH CENTRE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,67.83036887,,8936,,,,,,
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,HIRSEL MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,203.4911066,,3872,,,,,,
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,KINGS MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.83036887,,6536,,,,,,
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,KINGS MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,67.83036887,,6536,,,,,,
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,NEWLANDS MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),4,271.3214755,,10077,,,,,,
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,PARKWAY MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,316.6489771,,8600,,,,,,
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,WESTBOURNE MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.83036887,,5394,,,,,,
202310,QHM,16C00,HARTLEPOOL HEALTH PCN,U40502,MCKENZIE GROUP PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.83036887,,6423,,,,,,
202310,QHM,16C00,HARTLEPOOL HEALTH PCN,U40502,MCKENZIE HOUSE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,135.6607377,,18911,,,,,,
202310,QHM,16C00,HARTLEPOOL HEALTH PCN,U40502,THE HEADLAND MEDICAL CENTRE,,,,,,5452,,,,,,
202310,QHM,16C00,HARTLEPOOL PCN,U70212,GLADSTONE HOUSE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.83036887,,5871,,,,,,
202310,QHM,16C00,HARTLEPOOL PCN,U70212,GLADSTONE HOUSE SURGERY,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),2,115.3153471,,5871,,,,,,
202310,QHM,16C00,HARTLEPOOL PCN,U70212,HART MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),7,474.8125821,,9439,,,,,,
202310,QHM,16C00,HARTLEPOOL PCN,U70212,HART MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),2,135.6607377,,9439,,,,,,
202310,QHM,16C00,HARTLEPOOL PCN,U70212,THE PATEL PRACTICE,,,,,,3863,,,,,,
202310,QHM,16C00,HARTLEPOOL PCN,U70212,WEST QUAY MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,339.1518443,,6084,,,,,,
202310,QHM,16C00,HARTLEPOOL PCN,U70212,WEST QUAY MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,67.83036887,,6084,,,,,,
202310,QHM,16C00,HARTLEPOOL PCN,U70212,WEST QUAY MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,57.65767354,,6084,,,,,,
202310,QHM,16C00,HARTLEPOOL PCN,U70212,WEST VIEW MILLENIUM SURGERY A,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,135.6607377,,7312,,,,,,
202310,QHM,16C00,HOLGATE PCN,U85008,BOROUGH ROAD & NUNTHORPE MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),32,1561.447552,,15838,,,,,,
202310,QHM,16C00,HOLGATE PCN,U85008,BOROUGH ROAD & NUNTHORPE MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,57.65767354,,15838,,,,,,
202310,QHM,16C00,HOLGATE PCN,U85008,LINTHORPE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),25,1086.83497,,20675,,,,,,
202310,QHM,16C00,HOLGATE PCN,U85008,VILLAGE MEDICAL CENTRE,,,,,,8504,,,,,,
202310,QHM,16C00,NORTH STOCKTON PCN,U07032,ALMA MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),11,825.3581436,,11411,,,,,,
202310,QHM,16C00,NORTH STOCKTON PCN,U07032,QUEENS PARK MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),8,542.642951,,18485,,,,,,
202310,QHM,16C00,NORTH STOCKTON PCN,U07032,TENNANT STREET MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,203.4911066,,14421,,,,,,
202310,QHM,16C00,NORTH STOCKTON PCN,U07032,TENNANT STREET MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,67.83036887,,14421,,,,,,
202310,QHM,16C00,ONE LIFE HARTLEPOOL PCN,U27349,BANKHOUSE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,203.4787066,,10065,,,,,,
202310,QHM,16C00,ONE LIFE HARTLEPOOL PCN,U27349,CHADWICK PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),8,621.867037,,11586,,,,,,
202310,QHM,16C00,ONE LIFE HARTLEPOOL PCN,U27349,HAVELOCK GRANGE PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,406.9698132,,13461,,,,,,
202310,QHM,16C00,REDCAR COASTAL PCN,U23714,BENTLEY MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,135.6607377,,10220,,,,,,
202310,QHM,16C00,REDCAR COASTAL PCN,U23714,HUNTCLIFF SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,406.9698132,,10156,,,,,,
202310,QHM,16C00,REDCAR COASTAL PCN,U23714,THE COATHAM ROAD SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,203.4911066,,6061,,,,,,
202310,QHM,16C00,REDCAR COASTAL PCN,U23714,THE COATHAM ROAD SURGERY,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,34.02138443,,6061,,,,,,
202310,QHM,16C00,REDCAR COASTAL PCN,U23714,THE GREEN HOUSE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),7,520.1276837,,9994,,,,,,
202310,QHM,16C00,REDCAR COASTAL PCN,U23714,THE RAVENSCAR SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,34.02138443,,3338,,,,,,
202310,QHM,16C00,REDCAR COASTAL PCN,U23714,THE SALTSCAR SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),9,576.6643354,,8596,,,,,,
202310,QHM,16C00,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,135.6607377,,7019,,,,,,
202310,QHM,16C00,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,115.3029471,,7019,,,,,,
202310,QHM,16C00,STOCKTON PCN,U89141,ELM TREE SURGERY,,,,,,10467,,,,,,
202310,QHM,16C00,STOCKTON PCN,U89141,RIVERSIDE MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,135.6607377,,6515,,,,,,
202310,QHM,16C00,STOCKTON PCN,U89141,THE ARRIVAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,135.6607377,,3007,,,,,,
202310,QHM,16C00,STOCKTON PCN,U89141,THE DENSHAM SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,203.4911066,,3899,,,,,,
202310,QHM,16C00,STOCKTON PCN,U89141,THE DOVECOT SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,90.54563612,,4284,,,,,,
202310,QHM,16C00,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,339.1518443,,18699,,,,,,
202310,QHM,16C00,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),8,508.8339665,,12182,,,,,,
202310,QHM,16C00,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,67.83036887,,12182,,,,,,
202310,QHM,84H00,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,203.4911066,,15372,,,,,,
202310,QHM,84H00,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,67.83036887,,15372,,,,,,
202310,QHM,84H00,BISHOP AUCKLAND PCN,U85067,BISHOPGATE MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,135.6607377,,13446,,,,,,
202310,QHM,84H00,BISHOP AUCKLAND PCN,U85067,BISHOPGATE MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,57.65767354,,13446,,,,,,
202310,QHM,84H00,BISHOP AUCKLAND PCN,U85067,STATION VIEW MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,135.6607377,,9878,,,,,,
202310,QHM,84H00,CHESTER LE STREET PCN,U77096,BRIDGE END SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,90.53323612,,8005,,,,,,
202310,QHM,84H00,CHESTER LE STREET PCN,U77096,CESTRIA HEALTH CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),11,983.5969486,,12762,,,,,,
202310,QHM,84H00,CHESTER LE STREET PCN,U77096,GREAT LUMLEY SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),9,610.6733198,,5355,,,,,,
202310,QHM,84H00,CHESTER LE STREET PCN,U77096,MIDDLE CHARE MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),13,735.1527404,,9370,,,,,,
202310,QHM,84H00,CHESTER LE STREET PCN,U77096,PELTON & FELLROSE MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),4,339.1394443,,9599,,,,,,
202310,QHM,84H00,CHESTER LE STREET PCN,U77096,SACRISTON MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,192.3849894,,10718,,,,,,
202310,QHM,84H00,CHESTER LE STREET PCN,U77096,VILLAGES MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,135.6607377,,4218,,,,,,
202310,QHM,84H00,CLAYPATH & UNIVERSITY MEDICAL GROUP PCN,U38486,CLAYPATH & UNIVERSITY MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,57.65767354,,34289,,,,,,
202310,QHM,84H00,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,,,,,,3554,,,,,,
202310,QHM,84H00,DERWENTSIDE PCN,U70497,BROWNEY HOUSE SURGERY,,,,,,2605,,,,,,
202310,QHM,84H00,DERWENTSIDE PCN,U70497,CEDARS MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,135.8731377,,5973,,,,,,
202310,QHM,84H00,DERWENTSIDE PCN,U70497,CONSETT MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),4,169.7945222,,17153,,,,,,
202310,QHM,84H00,DERWENTSIDE PCN,U70497,DRS LAMBERT & NG,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),4,271.3214755,,5220,,,,,,
202310,QHM,84H00,DERWENTSIDE PCN,U70497,LANCHESTER MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.83036887,,4140,,,,,,
202310,QHM,84H00,DERWENTSIDE PCN,U70497,LEADGATE SURGERY,,,,,,6035,,,,,,
202310,QHM,84H00,DERWENTSIDE PCN,U70497,OAKFIELDS HEALTH GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.81796887,,7625,,,,,,
202310,QHM,84H00,DERWENTSIDE PCN,U70497,QUEENS ROAD SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,67.83036887,,15634,,,,,,
202310,QHM,84H00,DERWENTSIDE PCN,U70497,QUEENS ROAD SURGERY,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),16,980.1680502,,15634,,,,,,
202310,QHM,84H00,DERWENTSIDE PCN,U70497,STANLEY MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,497.4906493,,12284,,,,,,
