Year Month,ICB Code,Commissioner / Provider Code,PCN,PCN Code,Practice,BNF Chemical Substance plus Code,Items,Actual Cost,ADQ Usage,List Size
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,BENSHAM FAMILY PRACTICE,Terbutaline sulphate (0301011V0),1,7.7871119007389,100,3927
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,BEWICK ROAD SURGERY,Salbutamol (0301011R0),214,837.901203331429,14800,7686
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,BEWICK ROAD SURGERY,Terbutaline sulphate (0301011V0),2,23.3489357022167,300,7686
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,CENTRAL GATESHEAD MEDICAL GROUP,Salbutamol (0301011R0),447,1868.98833029227,24867.5,10624
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,CENTRAL GATESHEAD MEDICAL GROUP,Terbutaline sulphate (0301011V0),6,62.2720952059112,800,10624
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,FELL COTTAGE SURGERY,Salbutamol (0301011R0),274,849.526761641972,19486,8452
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,FELL COTTAGE SURGERY,Terbutaline sulphate (0301011V0),3,31.1360476029556,400,8452
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,FELL TOWER MEDICAL CENTRE,Salbutamol (0301011R0),255,999.57424104504,19321,7693
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,FELL TOWER MEDICAL CENTRE,Terbutaline sulphate (0301011V0),14,186.766685617734,2400,7693
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,MILLENNIUM FAMILY PRACTICE,Salbutamol (0301011R0),258,870.491982405651,15385.5,4100
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,MILLENNIUM FAMILY PRACTICE,Terbutaline sulphate (0301011V0),9,93.4081428088668,1200,4100
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,WREKENTON MEDICAL GROUP,Salbutamol (0301011R0),622,2396.49163836243,40327,11840
202310,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,WREKENTON MEDICAL GROUP,Terbutaline sulphate (0301011V0),13,132.331302312561,1700,11840
202310,QHM,13T00,GATESHEAD EAST PCN,U13720,CROWHALL MEDICAL CENTRE,Salbutamol (0301011R0),320,1196.93665487037,22125,6292
202310,QHM,13T00,GATESHEAD EAST PCN,U13720,CROWHALL MEDICAL CENTRE,Terbutaline sulphate (0301011V0),11,101.207654709606,1300,6292
202310,QHM,13T00,GATESHEAD EAST PCN,U13720,LONGRIGG MEDICAL CENTRE,Salbutamol (0301011R0),505,2233.28328563499,33914,10429
202310,QHM,13T00,GATESHEAD EAST PCN,U13720,LONGRIGG MEDICAL CENTRE,Terbutaline sulphate (0301011V0),11,93.4329428088668,1200,10429
202310,QHM,13T00,GATESHEAD EAST PCN,U13720,PELAW MEDICAL PRACTICE,Salbutamol (0301011R0),179,423.815061721032,10570,5509
202310,QHM,13T00,GATESHEAD EAST PCN,U13720,PELAW MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),1,7.7871119007389,100,5509
202310,QHM,13T00,GATESHEAD EAST PCN,U13720,ST. ALBANS MEDICAL GROUP,Salbutamol (0301011R0),402,1423.84491093832,23314,7526
202310,QHM,13T00,GATESHEAD EAST PCN,U13720,ST. ALBANS MEDICAL GROUP,Terbutaline sulphate (0301011V0),5,62.2596952059112,800,7526
202310,QHM,13T00,GATESHEAD INNER WEST PCN,U33691,CHAINBRIDGE MEDICAL PARTNERSHIP,Salbutamol (0301011R0),317,877.836519011368,18030,11325
202310,QHM,13T00,GATESHEAD INNER WEST PCN,U33691,CHAINBRIDGE MEDICAL PARTNERSHIP,Terbutaline sulphate (0301011V0),19,194.603397518473,2500,11325
202310,QHM,13T00,GATESHEAD INNER WEST PCN,U33691,GLENPARK & TEAMS MEDICAL SERVICES,Salbutamol (0301011R0),277,1004.6055394132,19338,9064
202310,QHM,13T00,GATESHEAD INNER WEST PCN,U33691,GLENPARK & TEAMS MEDICAL SERVICES,Terbutaline sulphate (0301011V0),4,54.4725833051723,700,9064
202310,QHM,13T00,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,Salbutamol (0301011R0),126,314.302527987915,7430,3743
202310,QHM,13T00,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,Terbutaline sulphate (0301011V0),2,15.5742238014778,200,3743
202310,QHM,13T00,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE ( D 01-Mar-25 ),Salbutamol (0301011R0),237,729.715121631964,13690,5596
202310,QHM,13T00,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE ( D 01-Mar-25 ),Terbutaline sulphate (0301011V0),5,38.9355595036945,500,5596
202310,QHM,13T00,GATESHEAD INNER WEST PCN,U33691,WHICKHAM COTTAGE MEDICAL CENTRE,Salbutamol (0301011R0),397,1561.24214719526,32550,15729
202310,QHM,13T00,GATESHEAD INNER WEST PCN,U33691,WHICKHAM COTTAGE MEDICAL CENTRE,Terbutaline sulphate (0301011V0),2,15.5742238014778,200,15729
202310,QHM,13T00,GATESHEAD OUTER WEST PCN,U41930,CHOPWELL PRIMARY HEALTHCARE CENTRE,Salbutamol (0301011R0),134,264.872489611293,8850,2512
202310,QHM,13T00,GATESHEAD OUTER WEST PCN,U41930,CHOPWELL PRIMARY HEALTHCARE CENTRE,Terbutaline sulphate (0301011V0),1,7.7871119007389,100,2512
202310,QHM,13T00,GATESHEAD OUTER WEST PCN,U41930,CRAWCROOK MEDICAL CENTRE,Salbutamol (0301011R0),802,2534.93147473231,48115.9999996,20388
202310,QHM,13T00,GATESHEAD OUTER WEST PCN,U41930,CRAWCROOK MEDICAL CENTRE,Terbutaline sulphate (0301011V0),20,179.066373716995,2300,20388
202310,QHM,13T00,GATESHEAD OUTER WEST PCN,U41930,HOLLYHURST MEDICAL CENTRE,Salbutamol (0301011R0),221,615.949725144544,13470,4660
202310,QHM,13T00,GATESHEAD OUTER WEST PCN,U41930,HOLLYHURST MEDICAL CENTRE,Terbutaline sulphate (0301011V0),1,7.7871119007389,100,4660
202310,QHM,13T00,GATESHEAD OUTER WEST PCN,U41930,OLDWELL SURGERY,Salbutamol (0301011R0),240,754.125575084642,15715,4775
202310,QHM,13T00,GATESHEAD OUTER WEST PCN,U41930,OLDWELL SURGERY,Terbutaline sulphate (0301011V0),3,31.1360476029556,400,4775
202310,QHM,13T00,JESMOND - LOWER GOSFORTH PCN,U34146,JESMOND HEALTH PARTNERSHIP,Salbutamol (0301011R0),223,532.682069456146,14550,16367
202310,QHM,13T00,JESMOND - LOWER GOSFORTH PCN,U34146,JESMOND HEALTH PARTNERSHIP,Terbutaline sulphate (0301011V0),10,101.195254709606,1300,16367
202310,QHM,13T00,JESMOND - LOWER GOSFORTH PCN,U34146,ROSEWORTH SURGERY,Salbutamol (0301011R0),153,341.436666238535,8905,5703
202310,QHM,13T00,JESMOND - LOWER GOSFORTH PCN,U34146,ROSEWORTH SURGERY,Terbutaline sulphate (0301011V0),8,62.2968952059112,800,5703
202310,QHM,13T00,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,Salbutamol (0301011R0),161,458.887180325832,10300,13119
202310,QHM,13T00,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,Terbutaline sulphate (0301011V0),14,132.343702312561,1700,13119
202310,QHM,13T00,NEWCASTLE CENTRAL HEALTH PCN,U43524,SAVILLE MEDICAL GROUP,Salbutamol (0301011R0),798,2866.8177714879,52486,42044
202310,QHM,13T00,NEWCASTLE CENTRAL HEALTH PCN,U43524,SAVILLE MEDICAL GROUP,Terbutaline sulphate (0301011V0),6,62.2720952059112,800,42044
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,BENFIELD PARK MEDICAL GROUP,Salbutamol (0301011R0),302,862.47578012077,19240,9660
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,BENFIELD PARK MEDICAL GROUP,Terbutaline sulphate (0301011V0),3,46.6854714044334,600,9660
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,BIDDLESTONE HEALTH GROUP,Salbutamol (0301011R0),218,591.735981270077,13945,10438
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,BIDDLESTONE HEALTH GROUP,Terbutaline sulphate (0301011V0),2,23.3489357022167,300,10438
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,HEATON ROAD SURGERY,Salbutamol (0301011R0),277,785.502209004438,18076,7549
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,NEWCASTLE MEDICAL CENTRE,Salbutamol (0301011R0),114,240.03168549328,7800,20620
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,ST.ANTHONY'S HEALTH CENTRE,Salbutamol (0301011R0),362,1220.86918509932,23031,6572
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,ST.ANTHONY'S HEALTH CENTRE,Terbutaline sulphate (0301011V0),1,7.7871119007389,100,6572
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,Salbutamol (0301011R0),697,2812.16973333715,43915.333333184,20502
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,Terbutaline sulphate (0301011V0),22,241.288868922906,3100,20502
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,Salbutamol (0301011R0),571,1685.45968568637,36658,10864
202310,QHM,13T00,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,Terbutaline sulphate (0301011V0),12,101.220054709606,1300,10864
202310,QHM,13T00,NEWCASTLE INNER WEST PCN,U45898,BETTS AVENUE MEDICAL GROUP,Salbutamol (0301011R0),768,2333.66585288531,47398.5,11120
202310,QHM,13T00,NEWCASTLE INNER WEST PCN,U45898,BETTS AVENUE MEDICAL GROUP,Terbutaline sulphate (0301011V0),4,31.1484476029556,400,11120
202310,QHM,13T00,NEWCASTLE INNER WEST PCN,U45898,DILSTON MEDICAL CENTRE,Salbutamol (0301011R0),165,478.785713479646,11920,9427
202310,QHM,13T00,NEWCASTLE INNER WEST PCN,U45898,DILSTON MEDICAL CENTRE,Terbutaline sulphate (0301011V0),1,7.7871119007389,100,9427
202310,QHM,13T00,NEWCASTLE INNER WEST PCN,U45898,ELSWICK FAMILY PRACTICE,Salbutamol (0301011R0),368,988.033115724663,21668,7587
202310,QHM,13T00,NEWCASTLE INNER WEST PCN,U45898,ELSWICK FAMILY PRACTICE,Terbutaline sulphate (0301011V0),4,38.9231595036945,500,7587
202310,QHM,13T00,NEWCASTLE INNER WEST PCN,U45898,FENHAM HALL SURGERY,Salbutamol (0301011R0),406,1268.17217155523,28475,10724
202310,QHM,13T00,NEWCASTLE INNER WEST PCN,U45898,FENHAM HALL SURGERY,Terbutaline sulphate (0301011V0),10,108.969966610345,1400,10724
202310,QHM,13T00,NEWCASTLE INNER WEST PCN,U45898,PROSPECT MEDICAL CENTRE,Salbutamol (0301011R0),487,1345.01912628941,32980,15384
202310,QHM,13T00,NEWCASTLE INNER WEST PCN,U45898,PROSPECT MEDICAL CENTRE,Terbutaline sulphate (0301011V0),11,116.757078511084,1500,15384
202310,QHM,13T00,NEWCASTLE OUTER WEST PCN,U87170,DENTON PARK MEDICAL GROUP,Salbutamol (0301011R0),404,1065.03068136773,26935,7235
202310,QHM,13T00,NEWCASTLE OUTER WEST PCN,U87170,DENTON PARK MEDICAL GROUP,Terbutaline sulphate (0301011V0),3,23.3613357022167,300,7235
202310,QHM,13T00,NEWCASTLE OUTER WEST PCN,U87170,DENTON TURRET MEDICAL CENTRE,Salbutamol (0301011R0),369,1284.31191310717,27375,8786
202310,QHM,13T00,NEWCASTLE OUTER WEST PCN,U87170,DENTON TURRET MEDICAL CENTRE,Terbutaline sulphate (0301011V0),4,31.1484476029556,400,8786
202310,QHM,13T00,NEWCASTLE OUTER WEST PCN,U87170,NEWBURN SURGERY,Salbutamol (0301011R0),266,931.692672175944,17960,6001
202310,QHM,13T00,NEWCASTLE OUTER WEST PCN,U87170,NEWBURN SURGERY,Terbutaline sulphate (0301011V0),17,233.452157022167,3000,6001
202310,QHM,13T00,NEWCASTLE OUTER WEST PCN,U87170,PARKWAY MEDICAL GROUP,Salbutamol (0301011R0),293,869.998385179929,18060,8508
202310,QHM,13T00,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,Salbutamol (0301011R0),326,735.202535089248,18395,7100
202310,QHM,13T00,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,Terbutaline sulphate (0301011V0),4,38.9231595036945,500,7100
202310,QHM,13T00,NEWCASTLE OUTER WEST PCN,U87170,WESTERHOPE MEDICAL GROUP,Salbutamol (0301011R0),718,1842.24583605364,47195,14124
202310,QHM,13T00,NEWCASTLE OUTER WEST PCN,U87170,WESTERHOPE MEDICAL GROUP,Terbutaline sulphate (0301011V0),6,46.7226714044334,600,14124
202310,QHM,13T00,NORTH GOSFORTH PCN,U70624,BRUNTON PARK,Salbutamol (0301011R0),123,316.475968962101,8250,7570
202310,QHM,13T00,NORTH GOSFORTH PCN,U70624,BRUNTON PARK,Terbutaline sulphate (0301011V0),5,46.7102714044334,600,7570
202310,QHM,13T00,NORTH GOSFORTH PCN,U70624,PARK MEDICAL GROUP,Salbutamol (0301011R0),380,1325.86391084842,26604.333333296,13232
202310,QHM,13T00,NORTH GOSFORTH PCN,U70624,PARK MEDICAL GROUP,Terbutaline sulphate (0301011V0),12,132.318902312561,1700,13232
202310,QHM,13T00,NORTH GOSFORTH PCN,U70624,REGENT MEDICAL CENTRE,Salbutamol (0301011R0),182,592.626041475978,12407.5,7426
202310,QHM,13T00,NORTH GOSFORTH PCN,U70624,REGENT MEDICAL CENTRE,Terbutaline sulphate (0301011V0),2,23.3489357022167,300,7426
202310,QHM,13T00,WEST END FAMILY HEALTH PCN,U44695,CRUDDAS PARK SURGERY,Salbutamol (0301011R0),599,1492.04162237579,41725,11239
202310,QHM,13T00,WEST END FAMILY HEALTH PCN,U44695,CRUDDAS PARK SURGERY,Terbutaline sulphate (0301011V0),3,62.2348952059112,800,11239
202310,QHM,13T00,WEST END FAMILY HEALTH PCN,U44695,HOLMSIDE MEDICAL GROUP,Salbutamol (0301011R0),342,1053.10563814631,19855,9911
202310,QHM,13T00,WEST END FAMILY HEALTH PCN,U44695,HOLMSIDE MEDICAL GROUP,Terbutaline sulphate (0301011V0),6,70.0468071066501,900,9911
202310,QHM,13T00,WEST END FAMILY HEALTH PCN,U44695,WEST ROAD MEDICAL CENTRE,Salbutamol (0301011R0),313,1623.83141218528,17052.333333184,11466
202310,QHM,13T00,WEST END FAMILY HEALTH PCN,U44695,WEST ROAD MEDICAL CENTRE,Terbutaline sulphate (0301011V0),11,108.982366610345,1400,11466
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,DR RASOOL,Salbutamol (0301011R0),66,251.107920467161,3830,2286
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,DR RASOOL,Terbutaline sulphate (0301011V0),22,179.091173716995,2300,2286
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,KINGSWAY MEDICAL CENTRE,Salbutamol (0301011R0),510,1295.38389068707,30515.5,9444
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,KINGSWAY MEDICAL CENTRE,Terbutaline sulphate (0301011V0),22,241.288868922906,3100,9444
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,MARSH HOUSE MEDICAL PRACTICE,Salbutamol (0301011R0),355,1023.09533569778,22365,8568
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,MARSH HOUSE MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),8,70.0716071066501,900,8568
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,MELROSE SURGERY,Salbutamol (0301011R0),65,122.072771405983,4100,2468
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,MELROSE SURGERY,Terbutaline sulphate (0301011V0),1,15.5618238014778,200,2468
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,NORTON MEDICAL CENTRE,Salbutamol (0301011R0),589,1384.08026667433,34867.5,16827
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,NORTON MEDICAL CENTRE,Terbutaline sulphate (0301011V0),27,225.801445121428,2900,16827
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,QUEENSTREE PRACTICE,Salbutamol (0301011R0),204,548.698427465522,11725,4121
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,QUEENSTREE PRACTICE,Terbutaline sulphate (0301011V0),3,23.3613357022167,300,4121
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,THE ROSEBERRY PRACTICE,Salbutamol (0301011R0),278,962.194240378931,15351.333333296,7983
202310,QHM,16C00,BILLINGHAM & NORTON PCN,U94460,THE ROSEBERRY PRACTICE,Terbutaline sulphate (0301011V0),8,62.2968952059112,800,7983
202310,QHM,16C00,BYTES PCN,U63844,EAGLESCLIFFE MEDICAL PRACTICE,Salbutamol (0301011R0),405,1068.46840995178,24401,11815
202310,QHM,16C00,BYTES PCN,U63844,EAGLESCLIFFE MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),25,225.776645121428,2900,11815
202310,QHM,16C00,BYTES PCN,U63844,PARK LANE SURGERY,Salbutamol (0301011R0),197,570.850817938021,11380,5205
202310,QHM,16C00,BYTES PCN,U63844,THORNABY & BARWICK MEDICAL GROUP,Salbutamol (0301011R0),745,1788.70727464152,45379,21157
202310,QHM,16C00,BYTES PCN,U63844,THORNABY & BARWICK MEDICAL GROUP,Terbutaline sulphate (0301011V0),39,319.296913965943,3855.999999944,21157
202310,QHM,16C00,BYTES PCN,U63844,YARM MEDICAL PRACTICE,Salbutamol (0301011R0),424,1177.290735475,27730,14999
202310,QHM,16C00,BYTES PCN,U63844,YARM MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),14,116.794278511084,1500,14999
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,MARTONSIDE MEDICAL CENTRE,Salbutamol (0301011R0),311,740.10921152671,18458,7930
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,MARTONSIDE MEDICAL CENTRE,Terbutaline sulphate (0301011V0),5,62.2596952059112,800,7930
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PARK SURGERY,Salbutamol (0301011R0),518,1308.78440502327,29157,11837
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PARK SURGERY,Terbutaline sulphate (0301011V0),16,132.368502312561,1700,11837
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PROSPECT SURGERY,Salbutamol (0301011R0),168,518.661286628854,8310,7457
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PROSPECT SURGERY,Terbutaline sulphate (0301011V0),7,63.3336129563723,610,7457
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE DISCOVERY PRACTICE,Salbutamol (0301011R0),329,866.385782669172,20803,8823
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE DISCOVERY PRACTICE,Terbutaline sulphate (0301011V0),16,140.1432142133,1800,8823
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ENDEAVOUR PRACTICE,Salbutamol (0301011R0),279,888.452954022895,16178,9287
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ENDEAVOUR PRACTICE,Terbutaline sulphate (0301011V0),3,31.1360476029556,400,9287
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ERIMUS PRACTICE,Salbutamol (0301011R0),386,1199.81303560101,19960,7077
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ERIMUS PRACTICE,Terbutaline sulphate (0301011V0),6,62.2720952059112,800,7077
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THORNTREE SURGERY,Salbutamol (0301011R0),217,767.975363347551,11800,2717
202310,QHM,16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THORNTREE SURGERY,Terbutaline sulphate (0301011V0),2,15.5742238014778,200,2717
202310,QHM,16C00,DARLINGTON PCN,U45102,BLACKETTS MEDICAL PRACTICE,Salbutamol (0301011R0),260,601.108712289593,16205,10982
202310,QHM,16C00,DARLINGTON PCN,U45102,BLACKETTS MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),17,147.930326114039,1900,10982
202310,QHM,16C00,DARLINGTON PCN,U45102,CARMEL MEDICAL PRACTICE,Salbutamol (0301011R0),288,727.855866974618,16965,11380
202310,QHM,16C00,DARLINGTON PCN,U45102,CARMEL MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),7,62.2844952059112,800,11380
202310,QHM,16C00,DARLINGTON PCN,U45102,CLIFTON COURT MEDICAL PRACTICE,Salbutamol (0301011R0),398,1174.34554109885,24865,12100
202310,QHM,16C00,DARLINGTON PCN,U45102,CLIFTON COURT MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),11,101.207654709606,1300,12100
202310,QHM,16C00,DARLINGTON PCN,U45102,DENMARK STREET SURGERY,Salbutamol (0301011R0),591,1595.40229339225,36355,14891
202310,QHM,16C00,DARLINGTON PCN,U45102,DENMARK STREET SURGERY,Terbutaline sulphate (0301011V0),12,108.994766610345,1400,14891
202310,QHM,16C00,DARLINGTON PCN,U45102,MIDDLETON AND DINSDALE MEDICAL PRACTICE,Salbutamol (0301011R0),165,418.536379810306,8995,5800
202310,QHM,16C00,DARLINGTON PCN,U45102,MIDDLETON AND DINSDALE MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),6,46.7226714044334,600,5800
202310,QHM,16C00,DARLINGTON PCN,U45102,MOORLANDS SURGERY,Salbutamol (0301011R0),411,1100.16621642997,23659,13421
202310,QHM,16C00,DARLINGTON PCN,U45102,MOORLANDS SURGERY,Terbutaline sulphate (0301011V0),8,62.2968952059112,800,13421
202310,QHM,16C00,DARLINGTON PCN,U45102,NEASHAM ROAD SURGERY,Salbutamol (0301011R0),527,1383.81096253174,33000,13195
202310,QHM,16C00,DARLINGTON PCN,U45102,NEASHAM ROAD SURGERY,Terbutaline sulphate (0301011V0),13,116.781878511084,1500,13195
202310,QHM,16C00,DARLINGTON PCN,U45102,ORCHARD COURT SURGERY,Salbutamol (0301011R0),233,615.714473110893,14700,8580
202310,QHM,16C00,DARLINGTON PCN,U45102,ORCHARD COURT SURGERY,Terbutaline sulphate (0301011V0),7,77.833919007389,1000,8580
202310,QHM,16C00,DARLINGTON PCN,U45102,PARKGATE SURGERY,Salbutamol (0301011R0),166,455.47397777743,11540,4775
202310,QHM,16C00,DARLINGTON PCN,U45102,PARKGATE SURGERY,Terbutaline sulphate (0301011V0),2,15.5742238014778,200,4775
202310,QHM,16C00,DARLINGTON PCN,U45102,ROCKLIFFE COURT SURGERY,Salbutamol (0301011R0),129,352.59605187775,7080,6130
202310,QHM,16C00,DARLINGTON PCN,U45102,ROCKLIFFE COURT SURGERY,Terbutaline sulphate (0301011V0),4,31.1236476029556,400,6130
202310,QHM,16C00,DARLINGTON PCN,U45102,WHINFIELD MEDICAL PRACTICE,Salbutamol (0301011R0),373,882.343337979562,22055,12123
202310,QHM,16C00,DARLINGTON PCN,U45102,WHINFIELD MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),13,124.556590411822,1600,12123
202310,QHM,16C00,DUMMY,-,DARLINGTON PALLIATIVE CARE,Salbutamol (0301011R0),1,5.91368734634398,50,
202310,QHM,16C00,DUMMY,-,EXTENDED HOURS SERVICE-TENNANT STREET,Salbutamol (0301011R0),16,40.6269018838423,800,
202310,QHM,16C00,DUMMY,-,EXTENDED HOURS SERVICE-TENNANT STREET,Terbutaline sulphate (0301011V0),1,7.7871119007389,100,
202310,QHM,16C00,DUMMY,-,PRIMARY HEALTHCARE DARLINGTON,Salbutamol (0301011R0),6,23.3610672111288,350,
202310,QHM,16C00,DUMMY,-,STAR SCHEME EXTENDED,Salbutamol (0301011R0),69,240.170143000195,3390,
202310,QHM,16C00,DUMMY,-,STAR SCHEME EXTENDED,Terbutaline sulphate (0301011V0),3,23.3613357022167,300,
202310,QHM,16C00,DUMMY,-,THE RIDGEWAY HEALTH CENTRE,,,,,29
202310,QHM,16C00,DUMMY,-,URGENT CARE CENTRE DARLINGTON OOH,Salbutamol (0301011R0),16,28.8336943139263,800,
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,BROTTON SURGERY,Salbutamol (0301011R0),327,662.919481535148,19875,7299
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,BROTTON SURGERY,Terbutaline sulphate (0301011V0),4,31.1484476029556,400,7299
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,HILLSIDE PRACTICE,Salbutamol (0301011R0),313,870.821070090808,17045,9517
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,HILLSIDE PRACTICE,Terbutaline sulphate (0301011V0),6,77.821519007389,1000,9517
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,SPRINGWOOD SURGERY,Salbutamol (0301011R0),245,565.661823825389,13931,7954
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,SPRINGWOOD SURGERY,Terbutaline sulphate (0301011V0),11,85.6582309081279,1100,7954
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,THE GARTH,Salbutamol (0301011R0),372,1082.0911598642,19949,11331
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,THE GARTH,Terbutaline sulphate (0301011V0),17,132.380902312561,1700,11331
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,Salbutamol (0301011R0),247,844.932959131215,16480,5956
202310,QHM,16C00,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,Terbutaline sulphate (0301011V0),3,31.1360476029556,400,5956
202310,QHM,16C00,ESTON PCN,U85257,CAMBRIDGE MEDICAL GROUP,Salbutamol (0301011R0),215,736.302345922838,12834,7276
202310,QHM,16C00,ESTON PCN,U85257,CAMBRIDGE MEDICAL GROUP,Terbutaline sulphate (0301011V0),15,140.1308142133,1800,7276
202310,QHM,16C00,ESTON PCN,U85257,NORMANBY MEDICAL CENTRE,Salbutamol (0301011R0),1036,2564.7412759631,58847.5,22718
202310,QHM,16C00,ESTON PCN,U85257,NORMANBY MEDICAL CENTRE,Terbutaline sulphate (0301011V0),25,210.22722131995,2700,22718
202310,QHM,16C00,ESTON PCN,U85257,SOUTH GRANGE MEDICAL GROUP PRACTICE,Salbutamol (0301011R0),723,1967.50879902385,42225,14890
202310,QHM,16C00,ESTON PCN,U85257,SOUTH GRANGE MEDICAL GROUP PRACTICE,Terbutaline sulphate (0301011V0),20,163.516949915517,2100,14890
202310,QHM,16C00,ESTON PCN,U85257,THE ESTON SURGERY,Salbutamol (0301011R0),188,409.585848828436,9493.25,3818
202310,QHM,16C00,ESTON PCN,U85257,THE ESTON SURGERY,Terbutaline sulphate (0301011V0),2,15.5742238014778,200,3818
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,ACKLAM MEDICAL CENTRE,Salbutamol (0301011R0),315,1278.15646958458,17835.916666592,11295
202310,QHM,16C00,GREATER MIDDLESBROUGH PCN,U02671,ACKLAM MEDICAL CENTRE,Terbutaline sulphate (0301011V0),15,116.806678511084,1500,11295
