ICB plus Code,Commissioner / Provider Code,PCN,PCN Code,Practice,Practice Code,Items,Actual Cost,Year Month,BNF Chemical Substance,BNF Chemical Substance Code,List Size
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,COPELAND PCN,U48302,LOWTHER MEDICAL CENTRE,A82041,12,102.6509347,202502,Terbutaline sulphate,0301011V0,13850
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,COPELAND PCN,U48302,SEASCALE HEALTH CENTRE,A82024,199,744.9221579,202412,Salbutamol,0301011R0,5940
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,COPELAND PCN,U48302,SEASCALE HEALTH CENTRE,A82024,5,38.44649964,202412,Terbutaline sulphate,0301011V0,5940
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,COPELAND PCN,U48302,SEASCALE HEALTH CENTRE,A82024,176,472.0420974,202501,Salbutamol,0301011R0,5929
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,COPELAND PCN,U48302,SEASCALE HEALTH CENTRE,A82024,6,46.86384101,202501,Terbutaline sulphate,0301011V0,5929
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,COPELAND PCN,U48302,SEASCALE HEALTH CENTRE,A82024,179,576.2176209,202502,Salbutamol,0301011R0,5914
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,COPELAND PCN,U48302,SEASCALE HEALTH CENTRE,A82024,4,29.51758275,202502,Terbutaline sulphate,0301011V0,5914
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,COPELAND PCN SERVICES HUB,Y07721,8,10.66594705,202412,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,COPELAND PCN SERVICES HUB,Y07721,2,22.13184013,202412,Terbutaline sulphate,0301011V0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,COPELAND PCN SERVICES HUB,Y07721,5,10.50639039,202501,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,CUMBRIA HEALTH,Y00433,104,228.6030972,202412,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,CUMBRIA HEALTH,Y00433,74,185.6218078,202501,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,CUMBRIA HEALTH,Y00433,62,132.1973883,202502,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,CUMBRIA HEALTH ON CALL EXTENDED ACCESS,Y07699,5,7.110922389,202412,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,CUMBRIA HEALTH ON CALL EXTENDED ACCESS,Y07699,3,5.364173869,202501,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,EDEN VALLEY HOSPICE,Y04873,1,1.43738431,202412,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,EDEN VALLEY HOSPICE,Y04873,1,1.9824,202501,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,UNIDENTIFIED DOCTORS,01H998,1,1.43738431,202412,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,DUMMY,-,UNIDENTIFIED DOCTORS,01H998,1,1.9824,202501,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,ALSTON MEDICAL PRACTICE,A82004,71,127.4449518,202412,Salbutamol,0301011R0,2214
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,ALSTON MEDICAL PRACTICE,A82004,5,46.33141282,202412,Terbutaline sulphate,0301011V0,2214
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,ALSTON MEDICAL PRACTICE,A82004,58,138.7477262,202501,Salbutamol,0301011R0,2215
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,ALSTON MEDICAL PRACTICE,A82004,2,23.67935434,202501,Terbutaline sulphate,0301011V0,2215
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,ALSTON MEDICAL PRACTICE,A82004,65,144.8098867,202502,Salbutamol,0301011R0,2214
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,ALSTON MEDICAL PRACTICE,A82004,3,31.57631838,202502,Terbutaline sulphate,0301011V0,2214
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,APPLEBY MEDICAL PRACTICE,A82006,129,283.5967147,202412,Salbutamol,0301011R0,5106
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,APPLEBY MEDICAL PRACTICE,A82006,111,240.6446131,202501,Salbutamol,0301011R0,5118
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,APPLEBY MEDICAL PRACTICE,A82006,3,31.57660579,202501,Terbutaline sulphate,0301011V0,5118
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,APPLEBY MEDICAL PRACTICE,A82006,109,209.4027755,202502,Salbutamol,0301011R0,5122
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,APPLEBY MEDICAL PRACTICE,A82006,1,7.897179596,202502,Terbutaline sulphate,0301011V0,5122
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,BIRBECK MEDICAL GROUP,A82035,317,972.5772511,202412,Salbutamol,0301011R0,14573
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,BIRBECK MEDICAL GROUP,A82035,3,31.57685274,202412,Terbutaline sulphate,0301011V0,14573
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,BIRBECK MEDICAL GROUP,A82035,336,928.6299322,202501,Salbutamol,0301011R0,14566
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,BIRBECK MEDICAL GROUP,A82035,1,7.897251447,202501,Terbutaline sulphate,0301011V0,14566
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,BIRBECK MEDICAL GROUP,A82035,263,721.5145241,202502,Salbutamol,0301011R0,14551
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,BIRBECK MEDICAL GROUP,A82035,2,23.67913879,202502,Terbutaline sulphate,0301011V0,14551
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,COURT THORN SURGERY,A82631,98,164.766814,202412,Salbutamol,0301011R0,3774
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,COURT THORN SURGERY,A82631,2,22.13184013,202412,Terbutaline sulphate,0301011V0,3774
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,COURT THORN SURGERY,A82631,100,255.3549749,202501,Salbutamol,0301011R0,3777
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,COURT THORN SURGERY,A82631,1,14.75516755,202501,Terbutaline sulphate,0301011V0,3777
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,COURT THORN SURGERY,A82631,102,253.8890251,202502,Salbutamol,0301011R0,3779
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,COURT THORN SURGERY,A82631,2,22.13818707,202502,Terbutaline sulphate,0301011V0,3779
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,GLENRIDDING HEALTH CENTRE,A82620,21,47.47316849,202412,Salbutamol,0301011R0,960
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,GLENRIDDING HEALTH CENTRE,A82620,20,51.39440485,202501,Salbutamol,0301011R0,967
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,GLENRIDDING HEALTH CENTRE,A82620,26,62.62121286,202502,Salbutamol,0301011R0,966
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,KIRKOSWALD SURGERY,A82617,65,109.8126341,202412,Salbutamol,0301011R0,2738
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,KIRKOSWALD SURGERY,A82617,69,257.0035234,202501,Salbutamol,0301011R0,2744
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,KIRKOSWALD SURGERY,A82617,63,120.5824152,202502,Salbutamol,0301011R0,2754
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,SHAP MEDICAL PRACTICE,A82031,129,490.7460766,202412,Salbutamol,0301011R0,3288
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,SHAP MEDICAL PRACTICE,A82031,3,29.50912017,202412,Terbutaline sulphate,0301011V0,3288
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,SHAP MEDICAL PRACTICE,A82031,115,342.8655897,202501,Salbutamol,0301011R0,3290
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,SHAP MEDICAL PRACTICE,A82031,4,36.88791887,202501,Terbutaline sulphate,0301011V0,3290
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,SHAP MEDICAL PRACTICE,A82031,84,318.7305976,202502,Salbutamol,0301011R0,3302
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,SHAP MEDICAL PRACTICE,A82031,3,29.51758275,202502,Terbutaline sulphate,0301011V0,3302
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,TEMPLE SOWERBY MEDICAL PRACTICE,A82038,107,220.9267404,202412,Salbutamol,0301011R0,4663
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,TEMPLE SOWERBY MEDICAL PRACTICE,A82038,1,14.75456008,202412,Terbutaline sulphate,0301011V0,4663
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,TEMPLE SOWERBY MEDICAL PRACTICE,A82038,62,154.2991972,202501,Salbutamol,0301011R0,4653
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,TEMPLE SOWERBY MEDICAL PRACTICE,A82038,86,213.430802,202502,Salbutamol,0301011R0,4645
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,THE LAKES MEDICAL PRACTICE,A82036,150,354.6106552,202412,Salbutamol,0301011R0,11414
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,THE LAKES MEDICAL PRACTICE,A82036,126,316.5137741,202501,Salbutamol,0301011R0,11439
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,THE LAKES MEDICAL PRACTICE,A82036,2,23.67935434,202501,Terbutaline sulphate,0301011V0,11439
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,THE LAKES MEDICAL PRACTICE,A82036,118,280.2014239,202502,Salbutamol,0301011R0,11440
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,UPPER EDEN MEDICAL PRACTICE,A82013,195,755.7501974,202412,Salbutamol,0301011R0,6591
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,UPPER EDEN MEDICAL PRACTICE,A82013,7,54.76115915,202412,Terbutaline sulphate,0301011V0,6591
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,UPPER EDEN MEDICAL PRACTICE,A82013,216,712.1770886,202501,Salbutamol,0301011R0,6594
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,UPPER EDEN MEDICAL PRACTICE,A82013,2,15.79450289,202501,Terbutaline sulphate,0301011V0,6594
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,UPPER EDEN MEDICAL PRACTICE,A82013,163,557.214403,202502,Salbutamol,0301011R0,6571
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,EDEN (CUMBRIA) PCN,U08085,UPPER EDEN MEDICAL PRACTICE,A82013,2,15.79435919,202502,Terbutaline sulphate,0301011V0,6571
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,ASPATRIA MEDICAL GROUP,A82055,335,898.7367797,202412,Salbutamol,0301011R0,7127
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,ASPATRIA MEDICAL GROUP,A82055,5,39.48656592,202412,Terbutaline sulphate,0301011V0,7127
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,ASPATRIA MEDICAL GROUP,A82055,322,916.3926438,202501,Salbutamol,0301011R0,7144
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,ASPATRIA MEDICAL GROUP,A82055,5,39.48625724,202501,Terbutaline sulphate,0301011V0,7144
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,ASPATRIA MEDICAL GROUP,A82055,320,999.6348655,202502,Salbutamol,0301011R0,7146
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,ASPATRIA MEDICAL GROUP,A82055,7,71.04981636,202502,Terbutaline sulphate,0301011V0,7146
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CALDBECK SURGERY,A82014,120,504.1744017,202412,Salbutamol,0301011R0,4307
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CALDBECK SURGERY,A82014,5,45.81137968,202412,Terbutaline sulphate,0301011V0,4307
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CALDBECK SURGERY,A82014,88,296.380961,202501,Salbutamol,0301011R0,4300
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CALDBECK SURGERY,A82014,1,7.377583773,202501,Terbutaline sulphate,0301011V0,4300
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CALDBECK SURGERY,A82014,75,187.161464,202502,Salbutamol,0301011R0,4283
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CALDBECK SURGERY,A82014,3,22.13818707,202502,Terbutaline sulphate,0301011V0,4283
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CASTLEHEAD MEDICAL CENTRE,A82028,253,555.32187,202412,Salbutamol,0301011R0,8317
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CASTLEHEAD MEDICAL CENTRE,A82028,13,106.4021194,202412,Terbutaline sulphate,0301011V0,8317
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CASTLEHEAD MEDICAL CENTRE,A82028,240,643.4418356,202501,Salbutamol,0301011R0,8311
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CASTLEHEAD MEDICAL CENTRE,A82028,14,131.6177362,202501,Terbutaline sulphate,0301011V0,8311
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CASTLEHEAD MEDICAL CENTRE,A82028,183,462.1563402,202502,Salbutamol,0301011R0,8321
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,CASTLEHEAD MEDICAL CENTRE,A82028,10,83.76227211,202502,Terbutaline sulphate,0301011V0,8321
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,DALSTON MEDICAL GROUP,A82022,195,420.1571466,202412,Salbutamol,0301011R0,5125
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,DALSTON MEDICAL GROUP,A82022,2,15.79462637,202412,Terbutaline sulphate,0301011V0,5125
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,DALSTON MEDICAL GROUP,A82022,157,409.28532,202501,Salbutamol,0301011R0,5142
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,DALSTON MEDICAL GROUP,A82022,1,7.897251447,202501,Terbutaline sulphate,0301011V0,5142
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,DALSTON MEDICAL GROUP,A82022,151,395.1159055,202502,Salbutamol,0301011R0,5128
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,DALSTON MEDICAL GROUP,A82022,2,15.79435919,202502,Terbutaline sulphate,0301011V0,5128
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,SILLOTH GROUP MEDICAL PRACTICE,A82037,175,567.9312295,202412,Salbutamol,0301011R0,4408
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,SILLOTH GROUP MEDICAL PRACTICE,A82037,20,165.8311769,202412,Terbutaline sulphate,0301011V0,4408
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,SILLOTH GROUP MEDICAL PRACTICE,A82037,172,664.8537691,202501,Salbutamol,0301011R0,4398
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,SILLOTH GROUP MEDICAL PRACTICE,A82037,15,118.4587717,202501,Terbutaline sulphate,0301011V0,4398
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,SILLOTH GROUP MEDICAL PRACTICE,A82037,153,463.7567453,202502,Salbutamol,0301011R0,4400
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,SILLOTH GROUP MEDICAL PRACTICE,A82037,15,142.1120327,202502,Terbutaline sulphate,0301011V0,4400
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,THE CROFT SURGERY,A82029,127,241.5600643,202412,Salbutamol,0301011R0,3498
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,THE CROFT SURGERY,A82029,1,7.897313184,202412,Terbutaline sulphate,0301011V0,3498
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,THE CROFT SURGERY,A82029,143,305.0723644,202501,Salbutamol,0301011R0,3502
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,THE CROFT SURGERY,A82029,3,31.57660579,202501,Terbutaline sulphate,0301011V0,3502
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,THE CROFT SURGERY,A82029,131,266.0422665,202502,Salbutamol,0301011R0,3508
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,THE CROFT SURGERY,A82029,2,23.67913879,202502,Terbutaline sulphate,0301011V0,3508
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,WIGTON GROUP MEDICAL PRACTICE,A82045,303,607.2173753,202412,Salbutamol,0301011R0,9092
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,WIGTON GROUP MEDICAL PRACTICE,A82045,9,94.73055821,202412,Terbutaline sulphate,0301011V0,9092
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,WIGTON GROUP MEDICAL PRACTICE,A82045,298,631.5273822,202501,Salbutamol,0301011R0,9098
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,WIGTON GROUP MEDICAL PRACTICE,A82045,8,78.94771447,202501,Terbutaline sulphate,0301011V0,9098
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,WIGTON GROUP MEDICAL PRACTICE,A82045,262,582.9646926,202502,Salbutamol,0301011R0,9121
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,KESWICK & SOLWAY PCN,U25680,WIGTON GROUP MEDICAL PRACTICE,A82045,6,55.26785717,202502,Terbutaline sulphate,0301011V0,9121
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,WORKINGTON PCN,U67303,JAMES STREET GROUP PRACT,A82047,1268,2896.820705,202412,Salbutamol,0301011R0,33192
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,WORKINGTON PCN,U67303,JAMES STREET GROUP PRACT,A82047,54,489.5342174,202412,Terbutaline sulphate,0301011V0,33192
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,WORKINGTON PCN,U67303,JAMES STREET GROUP PRACT,A82047,1673,4851.683894,202501,Salbutamol,0301011R0,33245
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,WORKINGTON PCN,U67303,JAMES STREET GROUP PRACT,A82047,81,726.4107331,202501,Terbutaline sulphate,0301011V0,33245
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,WORKINGTON PCN,U67303,JAMES STREET GROUP PRACT,A82047,1277,3459.255817,202502,Salbutamol,0301011R0,33262
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),01H00,WORKINGTON PCN,U67303,JAMES STREET GROUP PRACT,A82047,52,450.077237,202502,Terbutaline sulphate,0301011V0,33262
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,BIRTLEY MEDICAL GROUP,A85008,548,1640.476506,202412,Salbutamol,0301011R0,15331
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,BIRTLEY MEDICAL GROUP,A85008,15,126.3446109,202412,Terbutaline sulphate,0301011V0,15331
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,BIRTLEY MEDICAL GROUP,A85008,550,1655.855762,202501,Salbutamol,0301011R0,15294
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,BIRTLEY MEDICAL GROUP,A85008,18,165.8050804,202501,Terbutaline sulphate,0301011V0,15294
