date,sicbl,pcn,pcn_code,practice,practice_code,list_size,antidepressant_items,antidepressant_items_per_patient,antidepressant_patients,hrt_items,hrt_items_per_patient,hrt_patients,pct_patients_on_hrt,imd_score
202308,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,617,42,68.0713128,28,12,19.44894652,7,1.1,17.07
202309,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,618,45,72.81553398,30,17,27.50809061,9,1.5,17.07
202310,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,616,29,47.07792208,19,11,17.85714286,6,1,17.07
202311,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,618,42,67.96116505,28,21,33.98058252,12,1.9,17.07
202312,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,614,49,79.80456026,33,14,22.80130293,8,1.3,17.07
202401,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,614,36,58.63192182,24,18,29.31596091,10,1.6,17.07
202402,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,612,43,70.26143791,29,21,34.31372549,12,2,17.07
202403,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,616,37,60.06493506,25,14,22.72727273,8,1.3,17.07
202404,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,619,36,58.15831987,24,18,29.07915994,10,1.6,17.07
202405,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,623,48,77.04654896,32,24,38.52327448,13,2.1,17.07
202406,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,623,44,70.62600321,29,18,28.89245586,10,1.6,17.07
202407,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,627,51,81.33971292,34,14,22.32854864,8,1.3,17.07
202408,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,629,50,79.49125596,33,28,44.51510334,16,2.5,17.07
202409,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,633,44,69.51026856,29,19,30.01579779,11,1.7,17.07
202410,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,639,42,65.72769953,28,18,28.16901408,10,1.6,17.07
202411,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,643,49,76.20528771,33,23,35.76982893,13,2,17.07
202412,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,641,41,63.9625585,27,25,39.00156006,14,2.2,17.07
202501,00L,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,642,46,71.65109034,31,16,24.92211838,9,1.4,17.07
202301,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5697,761,133.5790767,507,95,16.67544322,53,0.9,32.63
202302,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5698,706,123.9031239,471,99,17.37451737,55,1,32.63
202303,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5704,815,142.8821879,543,103,18.05750351,57,1,32.63
202304,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5711,674,118.0178603,449,98,17.15986692,54,0.9,32.63
202305,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5709,780,136.6263794,520,107,18.74233666,59,1,32.63
202306,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5710,806,141.1558669,537,114,19.96497373,63,1.1,32.63
202307,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5714,756,132.3066153,504,151,26.42632132,84,1.5,32.63
202308,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5714,784,137.2068603,523,112,19.60098005,62,1.1,32.63
202309,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5727,771,134.6254584,514,130,22.69949363,72,1.3,32.63
202310,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5740,830,144.5993031,553,140,24.3902439,78,1.4,32.63
202311,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5748,848,147.5295755,565,122,21.22477383,68,1.2,32.63
202312,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5754,804,139.7288843,536,122,21.20264164,68,1.2,32.63
202401,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5770,831,144.0207972,554,144,24.95667244,80,1.4,32.63
202402,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5774,805,139.4180811,537,133,23.03429165,74,1.3,32.63
202403,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5791,780,134.6917631,520,121,20.89449145,67,1.2,32.63
202404,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5798,825,142.290445,550,140,24.14625733,78,1.3,32.63
202405,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5808,789,135.8471074,526,122,21.00550964,68,1.2,32.63
202406,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5809,804,138.4059218,536,128,22.03477363,71,1.2,32.63
202407,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5828,774,132.807138,516,129,22.13452299,72,1.2,32.63
202408,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5854,842,143.8332764,561,129,22.03621455,72,1.2,32.63
202409,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5860,780,133.105802,520,112,19.11262799,62,1.1,32.63
202410,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5874,845,143.8542731,563,111,18.8968335,62,1.1,32.63
202411,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5876,802,136.4874064,535,103,17.52893125,57,1,32.63
202412,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5886,789,134.0468909,526,131,22.25620116,73,1.2,32.63
202501,00L,WANSBECK PCN,U11112,SEATON PARK MEDICAL GROUP,A84028,5895,854,144.8685327,569,127,21.54368109,71,1.2,32.63
202301,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1891,182,96.24537282,121,28,14.80698043,16,0.8,34.3
202302,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1894,170,89.75712777,113,33,17.42344245,18,1,34.3
202303,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1898,198,104.3203372,132,43,22.65542677,24,1.3,34.3
202304,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1896,179,94.4092827,119,32,16.87763713,18,0.9,34.3
202305,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1892,181,95.66596195,121,33,17.44186047,18,1,34.3
202306,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1890,183,96.82539683,122,32,16.93121693,18,1,34.3
202307,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1895,162,85.48812665,108,32,16.88654354,18,0.9,34.3
202308,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1895,182,96.04221636,121,37,19.52506596,21,1.1,34.3
202309,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1899,176,92.68035808,117,24,12.63823065,13,0.7,34.3
202310,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1898,179,94.30979979,119,35,18.44046365,19,1,34.3
202311,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1892,169,89.32346723,113,45,23.78435518,25,1.3,34.3
202312,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1891,195,103.1200423,130,38,20.09518773,21,1.1,34.3
202401,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1889,183,96.87665431,122,32,16.94017999,18,1,34.3
202402,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1888,179,94.80932203,119,34,18.00847458,19,1,34.3
202403,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1892,167,88.26638478,111,34,17.97040169,19,1,34.3
202404,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1891,202,106.8217874,135,45,23.79693284,25,1.3,34.3
202405,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1889,187,98.99417681,125,41,21.70460561,23,1.2,34.3
202406,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1894,184,97.14889124,123,44,23.2312566,24,1.3,34.3
202407,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1896,205,108.1223629,137,51,26.89873418,28,1.5,34.3
202408,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1901,198,104.1557075,132,45,23.67175171,25,1.3,34.3
202409,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1902,195,102.5236593,130,42,22.08201893,23,1.2,34.3
202410,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1903,220,115.6069364,147,40,21.01944298,22,1.2,34.3
202411,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1899,199,104.7919958,133,38,20.01053186,21,1.1,34.3
202412,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1898,211,111.1696523,141,39,20.54794521,22,1.2,34.3
202501,00L,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1894,205,108.2365364,137,39,20.59134108,22,1.2,34.3
202301,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1811,54,29.81778023,36,52,28.713418,29,1.6,8.61
202302,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1818,68,37.40374037,45,53,29.15291529,29,1.6,8.61
202303,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1823,68,37.30115195,45,53,29.07295666,29,1.6,8.61
202304,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1821,59,32.39978034,39,54,29.65403624,30,1.6,8.61
202305,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1821,68,37.34211971,45,57,31.3014827,32,1.8,8.61
202306,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1823,77,42.23806912,51,65,35.65551289,36,2,8.61
202307,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1823,72,39.49533736,48,58,31.81568843,32,1.8,8.61
202308,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1823,63,34.55842019,42,54,29.62150302,30,1.6,8.61
202309,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1823,66,36.20405924,44,51,27.97586396,28,1.5,8.61
202310,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1825,69,37.80821918,46,51,27.94520548,28,1.5,8.61
202311,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1822,74,40.61470911,49,54,29.6377607,30,1.6,8.61
202312,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1823,74,40.59243006,49,47,25.78167855,26,1.4,8.61
202401,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1825,65,35.61643836,43,45,24.65753425,25,1.4,8.61
202402,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1824,54,29.60526316,36,51,27.96052632,28,1.5,8.61
202403,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1830,64,34.9726776,43,48,26.2295082,27,1.5,8.61
202404,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1830,63,34.42622951,42,64,34.9726776,36,2,8.61
202405,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1831,67,36.59202622,45,52,28.39978154,29,1.6,8.61
202406,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1837,53,28.85138813,35,43,23.40772999,24,1.3,8.61
202407,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1841,68,36.93644758,45,56,30.41825095,31,1.7,8.61
202408,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1841,53,28.78870179,35,58,31.50461706,32,1.7,8.61
202409,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1843,58,31.47042865,39,55,29.84264786,31,1.7,8.61
202410,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1845,59,31.97831978,39,46,24.93224932,26,1.4,8.61
202411,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1847,55,29.77801841,37,35,18.94964808,19,1,8.61
202412,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1850,60,32.43243243,40,51,27.56756757,28,1.5,8.61
202501,00L,NORTHUMBRIA PCN,U09980,THE ROTHBURY PRACTICE,A84002,1853,63,33.99892067,42,48,25.90393956,27,1.5,8.61
202301,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1729,125,72.29612493,83,34,19.66454598,19,1.1,4.68
202302,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1733,98,56.54933641,65,37,21.35025967,21,1.2,4.68
202303,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1730,124,71.67630058,83,47,27.16763006,26,1.5,4.68
202304,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1730,125,72.25433526,83,47,27.16763006,26,1.5,4.68
202305,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1730,108,62.42774566,72,41,23.69942197,23,1.3,4.68
202306,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1731,116,67.01328712,77,34,19.64182553,19,1.1,4.68
202307,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1727,115,66.58946149,77,43,24.89866821,24,1.4,4.68
202308,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1727,102,59.06195715,68,36,20.84539664,20,1.2,4.68
202309,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1729,149,86.17698091,99,45,26.02660497,25,1.4,4.68
202310,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1728,109,63.0787037,73,50,28.93518519,28,1.6,4.68
202311,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1730,126,72.83236994,84,44,25.43352601,24,1.4,4.68
202312,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1733,125,72.12925563,83,51,29.4287363,28,1.6,4.68
202401,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1731,113,65.28018486,75,42,24.26343154,23,1.3,4.68
202402,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1730,140,80.92485549,93,49,28.32369942,27,1.6,4.68
202403,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1737,132,75.99309154,88,44,25.33103051,24,1.4,4.68
202404,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1737,118,67.93321819,79,47,27.05814623,26,1.5,4.68
202405,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1744,124,71.10091743,83,40,22.93577982,22,1.3,4.68
202406,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1746,120,68.72852234,80,38,21.76403207,21,1.2,4.68
202407,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1751,117,66.81896059,78,42,23.98629355,23,1.3,4.68
202408,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1754,106,60.43329532,71,43,24.51539339,24,1.4,4.68
202409,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1754,117,66.70467503,78,43,24.51539339,24,1.4,4.68
202410,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1754,116,66.1345496,77,55,31.35689852,31,1.8,4.68
202411,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1755,130,74.07407407,87,43,24.5014245,24,1.4,4.68
202412,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1753,137,78.15173987,91,52,29.66343411,29,1.7,4.68
202501,00L,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,1755,128,72.93447293,85,45,25.64102564,25,1.4,4.68
202301,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2186,259,118.4812443,173,24,10.978957,13,0.6,23.15
202302,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2194,202,92.06927985,135,36,16.40838651,20,0.9,23.15
202303,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2195,255,116.1731207,170,29,13.2118451,16,0.7,23.15
202304,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2188,220,100.5484461,147,43,19.65265082,24,1.1,23.15
202305,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2187,237,108.3676269,158,37,16.91815272,21,1,23.15
202306,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2186,215,98.35315645,143,29,13.26623971,16,0.7,23.15
202307,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2188,212,96.89213894,141,30,13.71115174,17,0.8,23.15
202308,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2188,225,102.833638,150,47,21.48080439,26,1.2,23.15
202309,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2185,221,101.1441648,147,38,17.39130435,21,1,23.15
202310,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2187,233,106.5386374,155,37,16.91815272,21,1,23.15
202311,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2187,208,95.10745313,139,39,17.83264746,22,1,23.15
202312,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2184,221,101.1904762,147,32,14.65201465,18,0.8,23.15
202401,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2186,210,96.06587374,140,31,14.18115279,17,0.8,23.15
202402,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2180,201,92.20183486,134,47,21.55963303,26,1.2,23.15
202403,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2176,198,90.99264706,132,35,16.08455882,19,0.9,23.15
202404,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2175,214,98.3908046,143,35,16.09195402,19,0.9,23.15
202405,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2163,199,92.00184928,133,32,14.79426722,18,0.8,23.15
202406,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2163,207,95.70041609,138,40,18.49283403,22,1,23.15
202407,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2166,180,83.10249307,120,30,13.85041551,17,0.8,23.15
202408,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2162,215,99.44495837,143,48,22.20166512,27,1.2,23.15
202409,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2164,167,77.17190388,111,30,13.86321627,17,0.8,23.15
202410,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2156,186,86.27087199,124,35,16.23376623,19,0.9,23.15
202411,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2154,187,86.81522748,125,34,15.78458682,19,0.9,23.15
202412,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2154,182,84.49396472,121,28,12.99907149,16,0.7,23.15
202501,00L,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,2159,182,84.29828624,121,38,17.60074108,21,1,23.15
202301,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15534,1807,116.3254796,1205,253,16.28685464,141,0.9,11.38
202302,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15539,1724,110.9466504,1149,238,15.31630092,132,0.8,11.38
202303,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15546,1929,124.0833655,1286,290,18.65431622,161,1,11.38
202304,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15511,1700,109.599639,1133,272,17.53594223,151,1,11.38
202305,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15491,1794,115.8091795,1196,264,17.04215351,147,0.9,11.38
202306,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15499,1906,122.9756759,1271,288,18.58184399,160,1,11.38
202307,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15476,1778,114.8875678,1185,271,17.51098475,151,1,11.38
202308,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15476,1777,114.8229517,1185,261,16.86482295,145,0.9,11.38
202309,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15420,1714,111.154345,1143,279,18.09338521,155,1,11.38
202310,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15389,1731,112.4829424,1154,298,19.36448112,166,1.1,11.38
202311,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15371,1776,115.5422549,1184,247,16.06922126,137,0.9,11.38
202312,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15378,1798,116.9202757,1199,261,16.97229809,145,0.9,11.38
202401,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15332,1725,112.5097835,1150,239,15.58831203,133,0.9,11.38
202402,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15299,1710,111.7720112,1140,251,16.40630107,139,0.9,11.38
202403,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15275,1675,109.6563011,1117,257,16.82487725,143,0.9,11.38
202404,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15228,1684,110.5857631,1123,279,18.321513,155,1,11.38
202405,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15169,1767,116.4875733,1178,263,17.33799196,146,1,11.38
202406,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15132,1644,108.6439334,1096,268,17.71081153,149,1,11.38
202407,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15086,1766,117.0621769,1177,284,18.82540103,158,1,11.38
202408,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15058,1675,111.236552,1117,271,17.99707797,151,1,11.38
202409,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,15032,1636,108.8344864,1091,253,16.83076104,141,0.9,11.38
202410,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,14992,1802,120.1974386,1201,319,21.27801494,177,1.2,11.38
202411,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,14975,1602,106.9782972,1068,272,18.16360601,151,1,11.38
202412,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,14943,1767,118.2493475,1178,275,18.40326574,153,1,11.38
202501,00L,NORTHUMBRIA PCN,U09980,VALENS MEDICAL PARTNERSHIP,A84036,14906,1768,118.6099557,1179,273,18.31477257,152,1,11.38
202301,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,2978,259,86.97112156,173,56,18.80456682,31,1,20.6
202302,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,2990,223,74.5819398,149,59,19.73244147,33,1.1,20.6
202303,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,3002,276,91.93870753,184,56,18.65423051,31,1,20.6
202304,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,3015,261,86.56716418,174,69,22.88557214,38,1.3,20.6
202305,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,3030,260,85.80858086,173,44,14.52145215,24,0.8,20.6
202306,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,3049,346,113.4798295,231,77,25.2541817,43,1.4,20.6
202307,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,3067,328,106.9448973,219,69,22.49755461,38,1.2,20.6
202308,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,3067,312,101.728073,208,52,16.95467884,29,0.9,20.6
202309,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,3091,266,86.05629246,177,78,25.23455192,43,1.4,20.6
202310,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,3106,290,93.36767547,193,52,16.74179008,29,0.9,20.6
202311,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,3116,282,90.50064185,188,70,22.46469833,39,1.3,20.6
202312,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,VILLAGE MEDICAL GROUP,A84030,3133,285,90.96712416,190,72,22.98116821,40,1.3,20.6
