Year Month,Country,BNF Section plus Code,BNF Chemical Substance plus Code,Items,Actual Cost,ADQ Usage,DDD Usage,List Size
202403,ENGLAND,Antibacterial drugs (0501),Fusidic acid (0501070M0),10,444.539763279683,116.99999883,116.99999883,63331379
202403,ENGLAND,Antibacterial drugs (0501),Sodium fusidate (0501070N0),95,4621.52654667529,1449.499994202,1449.500072475,63331379
202403,ENGLAND,Antibacterial drugs (0501),Teicoplanin (0501070T0),21,1396.93656181918,,193,63331379
202403,ENGLAND,Antibacterial drugs (0501),Vancomycin hydrochloride (0501070U0),758,150058.229495272,9156.25,2289.0625002,63331379
202403,ENGLAND,Antibacterial drugs (0501),Linezolid (0501070W0),144,88067.1385190385,,1362.4999985,63331379
202403,ENGLAND,Antibacterial drugs (0501),Rifaximin (0501070X0),9760,1636018.78870481,,343803.916787324,63331379
202403,ENGLAND,Antibacterial drugs (0501),Daptomycin (0501070Y0),1,414.043897264521,,8.928571425,63331379
202403,ENGLAND,Antibacterial drugs (0501),Co-trimoxazole(Trimethoprim/sulfamethoxazole) (0501080D0),20887,65078.3433795385,169152.25,,63331379
202403,ENGLAND,Antibacterial drugs (0501),Sulfadiazine (0501080J0),10,5977.24206509036,,653.333333072,63331379
202403,ENGLAND,Antibacterial drugs (0501),Sulfapyridine (0501080V0),3,33455.2689284407,,263.000012624,63331379
202403,ENGLAND,Antibacterial drugs (0501),Trimethoprim (0501080W0),131816,309623.736251889,818176.225,818176.225,63331379
202403,ENGLAND,Antibacterial drugs (0501),Aminosalicylic acid (0501090A0),6,2491.71682899194,,19.99999992,63331379
202403,ENGLAND,Antibacterial drugs (0501),Ethambutol hydrochloride (0501090H0),150,6547.16217425471,2562.583329897,2562.583329897,63331379
202403,ENGLAND,Antibacterial drugs (0501),Isoniazid (0501090K0),258,33746.1977338295,5392.166660287,5392.166660287,63331379
202403,ENGLAND,Antibacterial drugs (0501),Pyrazinamide (0501090N0),5,515.539510084892,136.66666653,136.66666653,63331379
202403,ENGLAND,Antibacterial drugs (0501),Rifabutin (0501090Q0),23,3256.38568618021,574,1148,63331379
202403,ENGLAND,Antibacterial drugs (0501),Rifampicin (0501090R0),1299,91386.955760635,40441.583325205,40442.583325205,63331379
202403,ENGLAND,Antibacterial drugs (0501),Rifampicin combined preparations (0501090S0),101,2827.01376409814,2896.499999657,,63331379
202403,ENGLAND,Antibacterial drugs (0501),Clofazimine (0501100C0),4,1024.40116345945,214,214,63331379
202403,ENGLAND,Antibacterial drugs (0501),Dapsone (0501100H0),1929,24711.2286494043,100761,100761,63331379
202403,ENGLAND,Antibacterial drugs (0501),Metronidazole (0501110C0),98623,262509.984205623,,320687.630000789,63331379
202403,ENGLAND,Antibacterial drugs (0501),Tinidazole (0501110G0),2,23.4987599819334,18,9,63331379
202403,ENGLAND,Antibacterial drugs (0501),Ciprofloxacin (0501120L0),28682,107167.921499432,360938.732918938,270704.05,63331379
202403,ENGLAND,Antibacterial drugs (0501),Ofloxacin (0501120P0),4286,151463.491365031,71609.5,71609.5,63331379
202403,ENGLAND,Antibacterial drugs (0501),Levofloxacin (0501120X0),2669,66124.7579901203,67834,33917,63331379
202403,ENGLAND,Antibacterial drugs (0501),Moxifloxacin (0501120Y0),307,5977.52856873438,,4582,63331379
202403,ENGLAND,Antibacterial drugs (0501),Methenamine hippurate (0501130H0),35532,562815.440364473,,1016184,63331379
202403,ENGLAND,Antibacterial drugs (0501),Nitrofurantoin (0501130R0),313020,2583289.79101342,1744296.7,1744296.7,63331379
202403,ENGLAND,Antibacterial drugs (0501),Fosfomycin calcium (0501130S0),1,136.925088299972,,4.99999998,63331379
202404,ENGLAND,Antibacterial drugs (0501),Benzylpenicillin sodium (Penicillin G) (0501011J0),17,82.931848144433,15,4.999999981,63378182
202404,ENGLAND,Antibacterial drugs (0501),Phenoxymethylpenicillin (Penicillin V) (0501011P0),239500,1223123.46095617,3016774.75,1508387.375,63378182
202404,ENGLAND,Antibacterial drugs (0501),Flucloxacillin sodium (0501012G0),306676,618195.807359045,4188928.5,2094570.2501811,63378182
202404,ENGLAND,Antibacterial drugs (0501),Temocillin sodium (0501012U0),1,25.4624,,0.25,63378182
202404,ENGLAND,Antibacterial drugs (0501),Amoxicillin (0501013B0),869850,1292726.67345579,9893360.63937957,4946680.31968962,63378182
202404,ENGLAND,Antibacterial drugs (0501),Amoxicillin sodium (0501013C0),9,260.195063264018,,37.666666549,63378182
202404,ENGLAND,Antibacterial drugs (0501),Ampicillin (0501013E0),8,371.366704655037,82.75,41.375,63378182
202404,ENGLAND,Antibacterial drugs (0501),Co-amoxiclav (Amoxicillin/clavulanic acid) (0501013K0),117384,458645.864041536,693377.999306622,784078.631550596,63378182
202404,ENGLAND,Antibacterial drugs (0501),Co-fluampicil(Flucloxacillin/ampicillin) (0501013L0),8,263.536741675318,77,,63378182
202404,ENGLAND,Antibacterial drugs (0501),Piperacillin sodium/tazobactam sodium (0501014S0),3,1846.1072,,32.85714289,63378182
202404,ENGLAND,Antibacterial drugs (0501),Pivmecillinam hydrochloride (0501015P0),28868,248124.864000468,,160965.666505701,63378182
202404,ENGLAND,Antibacterial drugs (0501),Cefaclor (0501021A0),320,4432.7962946549,4620.666655398,3465.5,63378182
202404,ENGLAND,Antibacterial drugs (0501),Cefadroxil (0501021B0),43,754.774330586706,353.5,176.75,63378182
202404,ENGLAND,Antibacterial drugs (0501),Cefixime (0501021C0),78,2723.51022769845,1515,757.5,63378182
202404,ENGLAND,Antibacterial drugs (0501),Cefotaxime sodium (0501021D0),5,55.551766393757,,3.5,63378182
202404,ENGLAND,Antibacterial drugs (0501),Ceftriaxone sodium (0501021G0),30,1250.3767185,,67,63378182
202404,ENGLAND,Antibacterial drugs (0501),Ceftazidime pentahydrate (0501021H0),15,2224.75927618811,,127.5,63378182
202404,ENGLAND,Antibacterial drugs (0501),Cefuroxime sodium (0501021J0),2,122.464338910258,,12.75,63378182
202404,ENGLAND,Antibacterial drugs (0501),Cefuroxime axetil (0501021K0),214,3470.43804932071,2780.25,2780.25,63378182
202404,ENGLAND,Antibacterial drugs (0501),Cefalexin (0501021L0),71816,188589.529047663,611014.5,305507.25,63378182
202404,ENGLAND,Antibacterial drugs (0501),Cefradine (0501021M0),1061,19040.8525397661,15255.5,7627.75,63378182
202404,ENGLAND,Antibacterial drugs (0501),Meropenem (0501022A0),4,1289.79627893389,,19.99999992,63378182
202404,ENGLAND,Antibacterial drugs (0501),Ertapenem sodium (0501022B0),10,1413.33163275009,,47,63378182
202404,ENGLAND,Antibacterial drugs (0501),Aztreonam (0501023A0),1,2201.5548,,27.999999972,63378182
202404,ENGLAND,Antibacterial drugs (0501),Demeclocycline hydrochloride (0501030F0),378,218793.371675625,6284.25,6284.25,63378182
202404,ENGLAND,Antibacterial drugs (0501),Doxycycline hyclate (0501030I0),386145,509017.524516629,4665483,4665483,63378182
202404,ENGLAND,Antibacterial drugs (0501),Lymecycline (0501030L0),77412,440941.114618635,1859707.5,2529202.2,63378182
202404,ENGLAND,Antibacterial drugs (0501),Minocycline hydrochloride (0501030P0),853,13287.1556164559,33705,16852.5,63378182
202404,ENGLAND,Antibacterial drugs (0501),Oxytetracycline (0501030T0),14455,45361.6501291818,359121.75,359121.75,63378182
202404,ENGLAND,Antibacterial drugs (0501),Tetracycline (0501030V0),1657,80510.5343406581,31012.5,31012.5,63378182
202404,ENGLAND,Antibacterial drugs (0501),Doxycycline monohydrate (0501030Z0),5852,85724.0057180419,101377.6,101377.6,63378182
202404,ENGLAND,Antibacterial drugs (0501),Amikacin (0501040C0),1,9.18243747019764,,0.5,63378182
202404,ENGLAND,Antibacterial drugs (0501),Gentamicin sulfate (0501040H0),199,8653.4550343911,,2143.999997835,63378182
202404,ENGLAND,Antibacterial drugs (0501),Tobramycin (0501040U0),51,39720.8743658835,,2061.333332896,63378182
202404,ENGLAND,Antibacterial drugs (0501),Azithromycin (0501050A0),75404,448039.677881062,542814.84,904691.399474107,63378182
202404,ENGLAND,Antibacterial drugs (0501),Clarithromycin (0501050B0),187537,1058536.91751626,2352970,2352970,63378182
202404,ENGLAND,Antibacterial drugs (0501),Erythromycin (0501050C0),28571,97786.6973184753,424407.25,424407.25,63378182
202404,ENGLAND,Antibacterial drugs (0501),Erythromycin ethylsuccinate (0501050H0),20515,283385.245486359,150938.5,75469.25,63378182
202404,ENGLAND,Antibacterial drugs (0501),Erythromycin stearate (0501050N0),817,8885.46382964452,12726,12726,63378182
202404,ENGLAND,Antibacterial drugs (0501),Clindamycin hydrochloride (0501060D0),7723,120176.404921612,125442.35833324,62721.17916662,63378182
202404,ENGLAND,Antibacterial drugs (0501),Fidaxomicin (0501070AC),98,130516.446660361,,972,63378182
202404,ENGLAND,Antibacterial drugs (0501),Fosfomycin trometamol (0501070AE),14211,93468.051960671,,20281,63378182
202404,ENGLAND,Antibacterial drugs (0501),Chloramphenicol (0501070F0),2,754.0248,9.99999996,9.99999996,63378182
202404,ENGLAND,Antibacterial drugs (0501),Colistimethate sodium (0501070I0),2656,494589.12751309,,30200.255499793,63378182
202404,ENGLAND,Antibacterial drugs (0501),Fusidic acid (0501070M0),3,69.0659160738271,17.99999982,17.99999982,63378182
202404,ENGLAND,Antibacterial drugs (0501),Sodium fusidate (0501070N0),107,5179.30237058645,1627.666660156,1627.66674805,63378182
202404,ENGLAND,Antibacterial drugs (0501),Teicoplanin (0501070T0),30,1824.77694629436,,259,63378182
202404,ENGLAND,Antibacterial drugs (0501),Vancomycin hydrochloride (0501070U0),815,167224.174039392,9464.75,2366.1875,63378182
202404,ENGLAND,Antibacterial drugs (0501),Linezolid (0501070W0),160,95357.3529189263,,1380.4999975,63378182
202404,ENGLAND,Antibacterial drugs (0501),Rifaximin (0501070X0),10050,1815964.26340293,,360789.250127497,63378182
202404,ENGLAND,Antibacterial drugs (0501),Co-trimoxazole(Trimethoprim/sulfamethoxazole) (0501080D0),22018,60552.8114847211,177303.5,,63378182
202404,ENGLAND,Antibacterial drugs (0501),Sulfadiazine (0501080J0),16,8600.9984,,1014.999999594,63378182
202404,ENGLAND,Antibacterial drugs (0501),Sulfapyridine (0501080V0),2,1584.4548,,67.000003216,63378182
202404,ENGLAND,Antibacterial drugs (0501),Trimethoprim (0501080W0),133441,227268.476213775,833995.15,833995.15,63378182
202404,ENGLAND,Antibacterial drugs (0501),Aminosalicylic acid (0501090A0),4,1245.56697544676,,10.583333291,63378182
202404,ENGLAND,Antibacterial drugs (0501),Ethambutol hydrochloride (0501090H0),140,6175.9187409863,2223.583329821,2223.583329821,63378182
202404,ENGLAND,Antibacterial drugs (0501),Isoniazid (0501090K0),302,36351.0178835064,5573.333326066,5573.333326066,63378182
202404,ENGLAND,Antibacterial drugs (0501),Pyrazinamide (0501090N0),9,1082.3416,269.99999973,269.99999973,63378182
202404,ENGLAND,Antibacterial drugs (0501),Rifabutin (0501090Q0),20,1935.668,321,642,63378182
202404,ENGLAND,Antibacterial drugs (0501),Rifampicin (0501090R0),1262,74108.7015205132,37607.283324038,37607.283324038,63378182
202404,ENGLAND,Antibacterial drugs (0501),Rifampicin combined preparations (0501090S0),84,2052.24472863253,2256.333333149,,63378182
202404,ENGLAND,Antibacterial drugs (0501),Clofazimine (0501100C0),2,1481.9848,156,156,63378182
202404,ENGLAND,Antibacterial drugs (0501),Dapsone (0501100H0),1961,24978.372382212,99158,99158,63378182
202404,ENGLAND,Antibacterial drugs (0501),Metronidazole (0501110C0),98253,260527.875109928,,319215.110001009,63378182
202404,ENGLAND,Antibacterial drugs (0501),Ciprofloxacin (0501120L0),28559,91192.6089572785,360380.932922956,270285.7,63378182
202404,ENGLAND,Antibacterial drugs (0501),Ofloxacin (0501120P0),4245,144022.925658691,70950.5,70950.5,63378182
202404,ENGLAND,Antibacterial drugs (0501),Levofloxacin (0501120X0),2806,54582.7773115629,72342,36171,63378182
202404,ENGLAND,Antibacterial drugs (0501),Moxifloxacin (0501120Y0),345,9902.39528313227,,4758,63378182
202404,ENGLAND,Antibacterial drugs (0501),Methenamine hippurate (0501130H0),38126,549460.32965724,,1094523,63378182
202404,ENGLAND,Antibacterial drugs (0501),Nitrofurantoin (0501130R0),319546,2570265.77688146,1784390.05,1784390.05,63378182
202404,ENGLAND,Antibacterial drugs (0501),Fosfomycin calcium (0501130S0),2,2194.6248,,51.333333128,63378182
202405,ENGLAND,Antibacterial drugs (0501),Benzylpenicillin sodium (Penicillin G) (0501011J0),5,133.412153751637,31,10.33333332,63425860
202405,ENGLAND,Antibacterial drugs (0501),Phenoxymethylpenicillin (Penicillin V) (0501011P0),231481,1198228.81756813,2876449.25,1438224.625,63425860
202405,ENGLAND,Antibacterial drugs (0501),Flucloxacillin sodium (0501012G0),331486,662315.196217769,4522910.5,2261515.0001792,63425860
202405,ENGLAND,Antibacterial drugs (0501),Flucloxacillin magnesium (0501012H0),2,15.6241216511137,15,7.5,63425860
202405,ENGLAND,Antibacterial drugs (0501),Amoxicillin (0501013B0),793044,1201403.94614425,9003600.97463379,4501800.48740271,63425860
202405,ENGLAND,Antibacterial drugs (0501),Amoxicillin sodium (0501013C0),7,281.601602648776,,37.833333182,63425860
202405,ENGLAND,Antibacterial drugs (0501),Ampicillin (0501013E0),7,239.792232310227,73.5,36.75,63425860
202405,ENGLAND,Antibacterial drugs (0501),Co-amoxiclav (Amoxicillin/clavulanic acid) (0501013K0),117162,480179.479618433,690674.332642659,781689.131565927,63425860
202405,ENGLAND,Antibacterial drugs (0501),Co-fluampicil(Flucloxacillin/ampicillin) (0501013L0),2,67.2246835699246,24,,63425860
202405,ENGLAND,Antibacterial drugs (0501),Piperacillin sodium/tazobactam sodium (0501014S0),1,63.0124,,1.142857144,63425860
202405,ENGLAND,Antibacterial drugs (0501),Pivmecillinam hydrochloride (0501015P0),29035,250554.211877747,,162273.333171027,63425860
202405,ENGLAND,Antibacterial drugs (0501),Cefaclor (0501021A0),304,4195.38320381338,4263.333322538,3197.5,63425860
202405,ENGLAND,Antibacterial drugs (0501),Cefadroxil (0501021B0),44,1126.87322781522,529.5,264.75,63425860
202405,ENGLAND,Antibacterial drugs (0501),Cefixime (0501021C0),64,1975.09325145093,1098,549,63425860
202405,ENGLAND,Antibacterial drugs (0501),Ceftriaxone sodium (0501021G0),54,2548.90057617492,,136,63425860
202405,ENGLAND,Antibacterial drugs (0501),Ceftazidime pentahydrate (0501021H0),5,296.640107061584,,36.75,63425860
202405,ENGLAND,Antibacterial drugs (0501),Cefuroxime sodium (0501021J0),7,300.03797248879,,31.25,63425860
202405,ENGLAND,Antibacterial drugs (0501),Cefuroxime axetil (0501021K0),186,4120.82668123914,3310,3310,63425860
202405,ENGLAND,Antibacterial drugs (0501),Cefalexin (0501021L0),73452,205427.101953013,624814,312407,63425860
202405,ENGLAND,Antibacterial drugs (0501),Cefradine (0501021M0),1008,18786.842240588,15096.25,7548.125,63425860
202405,ENGLAND,Antibacterial drugs (0501),Meropenem (0501022A0),13,4558.83881368887,,68.33333319,63425860
202405,ENGLAND,Antibacterial drugs (0501),Ertapenem sodium (0501022B0),4,721.684479792082,,24,63425860
202405,ENGLAND,Antibacterial drugs (0501),Aztreonam (0501023A0),1,2201.5548,,27.999999972,63425860
202405,ENGLAND,Antibacterial drugs (0501),Demeclocycline hydrochloride (0501030F0),418,234895.302017194,6505,6505,63425860
202405,ENGLAND,Antibacterial drugs (0501),Doxycycline hyclate (0501030I0),350173,480879.847501502,4395480.5,4395480.5,63425860
202405,ENGLAND,Antibacterial drugs (0501),Lymecycline (0501030L0),76445,433724.453889999,1828423,2486655.28,63425860
202405,ENGLAND,Antibacterial drugs (0501),Minocycline hydrochloride (0501030P0),785,12067.5355720756,30444.5,15222.25,63425860
202405,ENGLAND,Antibacterial drugs (0501),Oxytetracycline (0501030T0),14298,45015.7290054624,356202.25,356202.25,63425860
202405,ENGLAND,Antibacterial drugs (0501),Tetracycline (0501030V0),1626,77884.7171046397,29990,29990,63425860
202405,ENGLAND,Antibacterial drugs (0501),Doxycycline monohydrate (0501030Z0),5753,85610.3643923795,102225.8,102225.8,63425860
202405,ENGLAND,Antibacterial drugs (0501),Amikacin (0501040C0),5,883.474175749051,,40.5,63425860
202405,ENGLAND,Antibacterial drugs (0501),Gentamicin sulfate (0501040H0),224,10047.1115560298,,2489.541664154,63425860
202405,ENGLAND,Antibacterial drugs (0501),Neomycin sulfate (0501040N0),1,9.33709020903254,3.5,2.8,63425860
202405,ENGLAND,Antibacterial drugs (0501),Tobramycin (0501040U0),57,51673.6730465126,,2591.333332884,63425860
202405,ENGLAND,Antibacterial drugs (0501),Azithromycin (0501050A0),76493,495794.387943725,546450.3,910750.499472419,63425860
202405,ENGLAND,Antibacterial drugs (0501),Clarithromycin (0501050B0),179929,1033535.06976642,2280427.5,2280427.5,63425860
202405,ENGLAND,Antibacterial drugs (0501),Erythromycin (0501050C0),26890,91890.6519294669,398243,398243,63425860
202405,ENGLAND,Antibacterial drugs (0501),Erythromycin ethylsuccinate (0501050H0),22298,309264.279071743,164335.5,82167.75,63425860
202405,ENGLAND,Antibacterial drugs (0501),Erythromycin lactobionate (0501050K0),1,914.53925713935,,42,63425860
202405,ENGLAND,Antibacterial drugs (0501),Erythromycin stearate (0501050N0),717,7789.64494909814,11162.5,11162.5,63425860
202405,ENGLAND,Antibacterial drugs (0501),Clindamycin hydrochloride (0501060D0),7871,122333.381845482,128624.8,64312.4,63425860
202405,ENGLAND,Antibacterial drugs (0501),Nitazoxanide (0501070AB),1,6534.2124,,3,63425860
202405,ENGLAND,Antibacterial drugs (0501),Fidaxomicin (0501070AC),121,165856.824995148,,1238,63425860
202405,ENGLAND,Antibacterial drugs (0501),Fosfomycin trometamol (0501070AE),14588,96776.7792055023,,21001,63425860
202405,ENGLAND,Antibacterial drugs (0501),Chloramphenicol (0501070F0),1,703.8424,9.333333296,9.333333296,63425860
202405,ENGLAND,Antibacterial drugs (0501),Colistimethate sodium (0501070I0),2648,498191.205866184,,30493.733277283,63425860
202405,ENGLAND,Antibacterial drugs (0501),Fusidic acid (0501070M0),1,23.0218744451872,5.99999994,5.99999994,63425860
202405,ENGLAND,Antibacterial drugs (0501),Sodium fusidate (0501070N0),119,5676.3841135958,1774.16665957,1774.166755375,63425860
202405,ENGLAND,Antibacterial drugs (0501),Teicoplanin (0501070T0),27,1481.64563707093,,208.5,63425860
202405,ENGLAND,Antibacterial drugs (0501),Vancomycin hydrochloride (0501070U0),864,181836.774917314,10713,2685.7500001,63425860
202405,ENGLAND,Antibacterial drugs (0501),Linezolid (0501070W0),115,66736.136,,942.9999976,63425860
202405,ENGLAND,Antibacterial drugs (0501),Rifaximin (0501070X0),10460,1878400.11520434,,373104.916799138,63425860
202405,ENGLAND,Antibacterial drugs (0501),Co-trimoxazole(Trimethoprim/sulfamethoxazole) (0501080D0),23048,66519.3536247219,183949.25,,63425860
202405,ENGLAND,Antibacterial drugs (0501),Sulfadiazine (0501080J0),16,6561.0584,,774.166666357,63425860
202405,ENGLAND,Antibacterial drugs (0501),Sulfapyridine (0501080V0),4,30343.1396,,268.000012864,63425860
202405,ENGLAND,Antibacterial drugs (0501),Trimethoprim (0501080W0),134469,229304.576882583,840005.5,840005.5,63425860
202405,ENGLAND,Antibacterial drugs (0501),Aminosalicylic acid (0501090A0),4,1431.92751925855,,12.166666618,63425860
202405,ENGLAND,Antibacterial drugs (0501),Ethambutol hydrochloride (0501090H0),133,9123.61611835717,2651.783328826,2651.783328826,63425860
202405,ENGLAND,Antibacterial drugs (0501),Isoniazid (0501090K0),296,37815.9773094462,5732.999993291,5732.999993291,63425860
202405,ENGLAND,Antibacterial drugs (0501),Pyrazinamide (0501090N0),1,40.0724,9.99999999,9.99999999,63425860
202405,ENGLAND,Antibacterial drugs (0501),Rifabutin (0501090Q0),23,1860.53329877051,310,620,63425860
202405,ENGLAND,Antibacterial drugs (0501),Rifampicin (0501090R0),1307,78703.6178987127,39247.1666596,39247.1666596,63425860
202405,ENGLAND,Antibacterial drugs (0501),Rifampicin combined preparations (0501090S0),76,1670.95076199828,1938.333333138,,63425860
202405,ENGLAND,Antibacterial drugs (0501),Clofazimine (0501100C0),2,277.9648,60,60,63425860
202405,ENGLAND,Antibacterial drugs (0501),Dapsone (0501100H0),2050,25624.336647012,103085,103085,63425860
202405,ENGLAND,Antibacterial drugs (0501),Metronidazole (0501110C0),99696,252104.383027082,,324220.816667358,63425860
202405,ENGLAND,Antibacterial drugs (0501),Ciprofloxacin (0501120L0),27309,86524.5597069648,343112.599612045,257334.45,63425860
202405,ENGLAND,Antibacterial drugs (0501),Ofloxacin (0501120P0),4109,138601.625964607,68201.5,68201.5,63425860
202405,ENGLAND,Antibacterial drugs (0501),Levofloxacin (0501120X0),2574,49665.4128671803,65827,32913.5,63425860
202405,ENGLAND,Antibacterial drugs (0501),Moxifloxacin (0501120Y0),296,8552.89629679443,,4096,63425860
202405,ENGLAND,Antibacterial drugs (0501),Methenamine hippurate (0501130H0),39911,572043.9224285,,1142405,63425860
202405,ENGLAND,Antibacterial drugs (0501),Nitrofurantoin (0501130R0),320403,2605306.52749486,1784704.675,1784704.675,63425860
202405,ENGLAND,Antibacterial drugs (0501),Fosfomycin calcium (0501130S0),4,2446.3296,,55.999999776,63425860
202406,ENGLAND,Antibacterial drugs (0501),Benzylpenicillin sodium (Penicillin G) (0501011J0),10,61.4115642603486,11,3.666666652,63461680
202406,ENGLAND,Antibacterial drugs (0501),Phenoxymethylpenicillin (Penicillin V) (0501011P0),201031,1029789.93943975,2525584.75,1262792.375,63461680
202406,ENGLAND,Antibacterial drugs (0501),Flucloxacillin sodium (0501012G0),320894,640584.939754823,4362214.75,2181249.3751878,63461680
202406,ENGLAND,Antibacterial drugs (0501),Flucloxacillin magnesium (0501012H0),1,10.6906441631516,10,5,63461680
202406,ENGLAND,Antibacterial drugs (0501),Amoxicillin (0501013B0),665857,944552.89488491,7612962.64631756,3806481.32335919,63461680
202406,ENGLAND,Antibacterial drugs (0501),Amoxicillin sodium (0501013C0),5,241.071281544233,,31.833333234,63461680
202406,ENGLAND,Antibacterial drugs (0501),Ampicillin (0501013E0),11,488.116544179718,128,64,63461680
202406,ENGLAND,Antibacterial drugs (0501),Co-amoxiclav (Amoxicillin/clavulanic acid) (0501013K0),107793,410901.255690336,637674.666028992,719080.898429018,63461680
202406,ENGLAND,Antibacterial drugs (0501),Piperacillin sodium/tazobactam sodium (0501014S0),4,3292.4796,,59.714285774,63461680
202406,ENGLAND,Antibacterial drugs (0501),Pivmecillinam hydrochloride (0501015P0),27355,233980.636867131,,151802.333181531,63461680
202406,ENGLAND,Antibacterial drugs (0501),Cefaclor (0501021A0),273,3908.828988433,4083.666655226,3062.75,63461680
202406,ENGLAND,Antibacterial drugs (0501),Cefadroxil (0501021B0),29,650.079100212298,306.5,153.25,63461680
202406,ENGLAND,Antibacterial drugs (0501),Cefixime (0501021C0),38,1260.16372844119,706,353,63461680
202406,ENGLAND,Antibacterial drugs (0501),Cefotaxime sodium (0501021D0),1,159.616049413654,,10,63461680
202406,ENGLAND,Antibacterial drugs (0501),Ceftriaxone sodium (0501021G0),93,3329.02196524355,,180.5,63461680
202406,ENGLAND,Antibacterial drugs (0501),Ceftazidime pentahydrate (0501021H0),2,55.5540651300667,,10.5,63461680
202406,ENGLAND,Antibacterial drugs (0501),Cefuroxime sodium (0501021J0),4,293.640306232043,,31.5,63461680
202406,ENGLAND,Antibacterial drugs (0501),Cefuroxime axetil (0501021K0),141,2716.19699763769,2180.75,2180.75,63461680
202406,ENGLAND,Antibacterial drugs (0501),Cefalexin (0501021L0),68710,184694.607060591,590167.75,295083.875,63461680
202406,ENGLAND,Antibacterial drugs (0501),Cefradine (0501021M0),936,17269.2037529734,13811.75,6905.875,63461680
202406,ENGLAND,Antibacterial drugs (0501),Meropenem (0501022A0),5,1785.57374925613,,26.999999913,63461680
202406,ENGLAND,Antibacterial drugs (0501),Ertapenem sodium (0501022B0),3,481.128200375442,,16,63461680
202406,ENGLAND,Antibacterial drugs (0501),Demeclocycline hydrochloride (0501030F0),392,203203.257923424,5410.5,5410.5,63461680
202406,ENGLAND,Antibacterial drugs (0501),Doxycycline hyclate (0501030I0),300247,429067.520418468,3929057.2,3929057.2,63461680
202406,ENGLAND,Antibacterial drugs (0501),Lymecycline (0501030L0),72143,410074.671416499,1728885,2351283.6,63461680
202406,ENGLAND,Antibacterial drugs (0501),Minocycline hydrochloride (0501030P0),695,10369.9302676621,25674,12837,63461680
202406,ENGLAND,Antibacterial drugs (0501),Oxytetracycline (0501030T0),12975,99161.2635946671,319987.75,319987.75,63461680
202406,ENGLAND,Antibacterial drugs (0501),Tetracycline (0501030V0),1493,71671.7304141181,27622.5,27622.5,63461680
202406,ENGLAND,Antibacterial drugs (0501),Doxycycline monohydrate (0501030Z0),5170,77619.078597305,91866.4,91866.4,63461680
202406,ENGLAND,Antibacterial drugs (0501),Amikacin (0501040C0),1,9.18345969060926,,0.5,63461680
202406,ENGLAND,Antibacterial drugs (0501),Gentamicin sulfate (0501040H0),189,8583.848619961,,2128.95833118,63461680
202406,ENGLAND,Antibacterial drugs (0501),Tobramycin (0501040U0),57,51316.1372479654,,2559.999999604,63461680
202406,ENGLAND,Antibacterial drugs (0501),Azithromycin (0501050A0),69945,408000.157814214,506240.3,843733.832852677,63461680
202406,ENGLAND,Antibacterial drugs (0501),Clarithromycin (0501050B0),159935,939649.337710418,2011079.5,2011089.5,63461680
202406,ENGLAND,Antibacterial drugs (0501),Erythromycin (0501050C0),22504,1118697.00618038,334826.25,334826.25,63461680
202406,ENGLAND,Antibacterial drugs (0501),Erythromycin ethylsuccinate (0501050H0),16223,233510.066044323,121930.5,60965.25,63461680
202406,ENGLAND,Antibacterial drugs (0501),Erythromycin stearate (0501050N0),695,7903.07482145938,11338.5,11338.5,63461680
202406,ENGLAND,Antibacterial drugs (0501),Clindamycin hydrochloride (0501060D0),7345,115628.510303087,119758.116666424,59879.058333023,63461680
202406,ENGLAND,Antibacterial drugs (0501),Nitazoxanide (0501070AB),1,4740.3724,,3,63461680
202406,ENGLAND,Antibacterial drugs (0501),Fidaxomicin (0501070AC),126,168991.96104285,,1257,63461680
202406,ENGLAND,Antibacterial drugs (0501),Fosfomycin trometamol (0501070AE),13998,93006.8645495582,,20177,63461680
202406,ENGLAND,Antibacterial drugs (0501),Chloramphenicol (0501070F0),1,502.7824,6.66666664,6.66666664,63461680
202406,ENGLAND,Antibacterial drugs (0501),Colistimethate sodium (0501070I0),2462,466974.408195175,,28532.0666141,63461680
202406,ENGLAND,Antibacterial drugs (0501),Fusidic acid (0501070M0),4,69.0781783714053,17.99999982,17.99999982,63461680
202406,ENGLAND,Antibacterial drugs (0501),Sodium fusidate (0501070N0),108,5160.83192486737,1643.833326758,1643.833415525,63461680
202406,ENGLAND,Antibacterial drugs (0501),Teicoplanin (0501070T0),21,1096.48195995877,,152.5,63461680
202406,ENGLAND,Antibacterial drugs (0501),Vancomycin hydrochloride (0501070U0),888,179614.004793578,10392.5,2601.8750001,63461680
202406,ENGLAND,Antibacterial drugs (0501),Linezolid (0501070W0),118,73286.7380171591,,1075.499999,63461680
202406,ENGLAND,Antibacterial drugs (0501),Rifaximin (0501070X0),9929,1791139.44969535,,355734.000126056,63461680
202406,ENGLAND,Antibacterial drugs (0501),Co-trimoxazole(Trimethoprim/sulfamethoxazole) (0501080D0),21413,61117.9670620889,170487.5,,63461680
202406,ENGLAND,Antibacterial drugs (0501),Sulfadiazine (0501080J0),12,4844.5688,,571.666666438,63461680
202406,ENGLAND,Antibacterial drugs (0501),Sulfapyridine (0501080V0),3,2499.0372,,75.0000036,63461680
202406,ENGLAND,Antibacterial drugs (0501),Trimethoprim (0501080W0),126266,215412.995474478,783731.3,783731.3,63461680
