Year Month,Country,BNF Chemical Substance plus Code,BNF Presentation,Supplier Name,Items,Actual Cost,ADQ Usage,List Size
202406,ENGLAND,Hydrocortisone (0603020J0),Hydrocortisone 5mg/5ml oral suspension,Specials,284,7797.84516985572,,63461680
202406,ENGLAND,Prednisolone (0603020T0),Prednisolone 10mg/5ml oral liquid,Specials,2,333.0248,,63461680
202406,ENGLAND,Prednisolone (0603020T0),Prednisolone 15mg/5ml oral liquid,Specials,2,399.0248,,63461680
202406,ENGLAND,Prednisolone (0603020T0),Prednisolone 5mg/5ml oral liquid,Specials,5,455.202,,63461680
202406,ENGLAND,Ethinylestradiol (0604011D0),Ethinylestradiol 2microgram tablets,Specials,5,7545.402,,63461680
202406,ENGLAND,Progesterone (0604012S0),Progesterone 100mg/1ml solution for injection ampoules,Specials,1,456.3324,,63461680
202406,ENGLAND,Dutasteride (0604020B0),Dutasteride 500micrograms/5ml oral solution,Specials,3,1731.5572,,63461680
202406,ENGLAND,Finasteride (0604020C0),Finasteride 5mg/5ml oral suspension,Specials,9,3039.6616,,63461680
202406,ENGLAND,Testosterone propionate (0604020P0),Testosterone propionate 1% cream,Specials,13,3071.27169286647,,63461680
202406,ENGLAND,Oxandrolone (0604030P0),Oxandrolone 2.5mg tablets,Specials,1,905.0124,,63461680
202406,ENGLAND,Prasterone (0604030Q0),Prasterone 25mg tablets,Specials,1,101.3224,,63461680
202406,ENGLAND,Desmopressin acetate (0605020E0),Desmopressin 200micrograms/5ml oral liquid,Specials,6,3557.6144,,63461680
202406,ENGLAND,Desmopressin acetate (0605020E0),Desmopressin 20micrograms/5ml oral liquid,Specials,4,1678.8596,,63461680
202406,ENGLAND,Danazol (0607020C0),Danazol 200mg capsules,Specials,1,982.8524,,63461680
202406,ENGLAND,Nystatin (0702020T0),"Nystatin 100,000unit pessaries",Specials,45,20416.6551280365,,63461680
202406,ENGLAND,Boric acid (0702020Y0),Boric acid 600mg pessaries,Specials,6,3043.6444,,63461680
202406,ENGLAND,Distigmine bromide (0704010I0),Distigmine bromide 5mg tablets,Specials,7,1259.1168,,63461680
202406,ENGLAND,Tamsulosin hydrochloride (0704010U0),Tamsulosin 400micrograms/5ml oral solution,Specials,61,4619.03999925971,,63461680
202406,ENGLAND,Tamsulosin hydrochloride (0704010U0),Tamsulosin 400micrograms/5ml oral suspension,Specials,38,3471.7564399698,,63461680
202406,ENGLAND,Duloxetine hydrochloride (0704020AA),Duloxetine 30mg/5ml oral suspension,Specials,13,7947.8012,333,63461680
202406,ENGLAND,Solifenacin (0704020AB),Solifenacin 10mg/5ml oral liquid,Specials,2,1140.1848,,63461680
202406,ENGLAND,Oxybutynin (0704020J0),Oxybutynin 2.5mg/5ml oral solution,Specials,6,2728.1044,,63461680
202406,ENGLAND,Oxybutynin (0704020J0),Oxybutynin 2.5mg/5ml oral suspension,Specials,1,131.0124,,63461680
202406,ENGLAND,Oxybutynin (0704020J0),Oxybutynin 5mg/5ml oral liquid,Specials,6,1269.9344,,63461680
202406,ENGLAND,Tolterodine (0704020N0),Tolterodine 2mg/5ml oral suspension,Specials,47,1876.3977754719,,63461680
202406,ENGLAND,Other urological pain preparations (070403000),Citric acid 334mg/Pot cit 550mg/Sod cit 500mg/5ml soln,Specials,9,1479.21942050658,,63461680
202406,ENGLAND,Oxybutynin hydrochloride (0704040G0),Oxybutynin 5mg/15ml bladder irrigation vials,Specials,1,433.2124,,63461680
202406,ENGLAND,Yohimbine hydrochloride (0704050Y0),Yohimbine 5mg tablets,Specials,6,337.4244,,63461680
202406,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 10mg/5ml oral suspension,Specials,5,388.953392187376,,63461680
202406,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 25mg/5ml oral solution,Specials,1,86.9624,,63461680
202406,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 25mg/5ml oral suspension,Specials,5,393.133487767258,,63461680
202406,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 5mg/5ml oral liquid,Specials,2,423.3848,,63461680
202406,ENGLAND,Mercaptopurine (0801030L0),Mercaptopurine 25mg capsules,Specials,8,6304.0292,,63461680
202406,ENGLAND,Mercaptopurine (0801030L0),Mercaptopurine 25mg tablets,Specials,6,157.4944,,63461680
202406,ENGLAND,Hydroxycarbamide (0801050P0),Hydroxycarbamide 500mg/5ml oral suspension,Specials,2,667.4148,,63461680
202406,ENGLAND,Azathioprine (0802010G0),Azathioprine 100mg/5ml oral suspension,Specials,12,6907.3188,,63461680
202406,ENGLAND,Azathioprine (0802010G0),Azathioprine 10mg capsules,Specials,5,2098.962,,63461680
202406,ENGLAND,Azathioprine (0802010G0),Azathioprine 20mg/5ml oral suspension,Specials,5,1988.082,,63461680
202406,ENGLAND,Azathioprine (0802010G0),Azathioprine 25mg/5ml oral solution,Specials,1,1369.6524,,63461680
202406,ENGLAND,Azathioprine (0802010G0),Azathioprine 25mg/5ml oral suspension,Specials,5,1758.592,,63461680
202406,ENGLAND,Azathioprine (0802010G0),Azathioprine 50mg/5ml oral solution,Specials,14,1962.1536,,63461680
202406,ENGLAND,Azathioprine (0802010G0),Azathioprine 50mg/5ml oral suspension,Specials,36,7747.03033833198,,63461680
202406,ENGLAND,Tacrolimus (0802020T0),Tacrolimus 2.5mg/5ml oral liquid,Specials,1,282.5024,,63461680
202406,ENGLAND,Tacrolimus (0802020T0),Tacrolimus 5mg/5ml oral suspension,Specials,17,3464.43491935947,,63461680
202406,ENGLAND,Anastrozole (0803041B0),Anastrozole 1mg/5ml oral solution,Specials,2,352.9148,,63461680
202406,ENGLAND,Letrozole (0803041L0),Letrozole 2.5mg/5ml oral suspension,Specials,1,475.5124,,63461680
202406,ENGLAND,Ferrous sulfate (0901011P0),Ferrous sulfate 60mg/5ml oral solution,Specials,6,175.315406969301,,63461680
202406,ENGLAND,Ferrous sulfate (0901011P0),Ferrous sulfate 60mg/5ml oral suspension,Specials,1,31.6324,,63461680
202406,ENGLAND,Ferrous sulfate (0901011P0),Ferrous sulfate heptahydrate 60mg/5ml soln paediatric,Specials,2,161.9948,,63461680
202406,ENGLAND,Cyanocobalamin (0901020D0),Cyanocobalamin 1mg modified-release tablets,Specials,1075,36682.7102672126,,63461680
202406,ENGLAND,Folic acid (0901020G0),Folic acid 100micrograms/5ml oral liquid,Specials,1,895.9324,,63461680
202406,ENGLAND,Folic acid (0901020G0),Folic acid 2.5mg/5ml oral liquid,Specials,13,225.310643050302,,63461680
202406,ENGLAND,Folic acid (0901020G0),Folic acid 5mg/5ml oral liquid,Specials,5,414.542,,63461680
202406,ENGLAND,Potassium chloride (0902011U0),Potassium chloride 1g/5ml oral solution,Specials,2,2445.1848,,63461680
202406,ENGLAND,Potassium chloride (0902011U0),Potassium chloride 375mg/5ml oral solution,Specials,2,204.0248,,63461680
202406,ENGLAND,Potassium chloride (0902011U0),Potassium chloride 600mg (potassium 8mmol) MR tab,Specials,60,16773.8991124833,,63461680
202406,ENGLAND,Potassium chloride (0902011U0),Potassium chloride 750mg/5ml oral solution,Specials,2,1150.1248,,63461680
202406,ENGLAND,Oral rehydration salts (0902012H0),Glucose monohydrate 20g/Sod chlor 3.5g/Sod bicarb 2.5g pdr,Specials,23,27343.4352,,63461680
202406,ENGLAND,Sodium chloride (0902012L0),Sodium chloride 1.17g/5ml (4mmol/ml) oral solution,Specials,10,158.625624215321,,63461680
202406,ENGLAND,Sodium chloride (0902012L0),Sodium chloride 1.5g/5ml (5.13mmol/ml) oral solution,Specials,23,481.490202982166,,63461680
202406,ENGLAND,Sodium chloride (0902012L0),Sodium chloride 500mg capsules,Specials,6,3790.0144,,63461680
202406,ENGLAND,Sodium chloride (0902012L0),Sodium chloride 585mg/5ml (2mmol/ml) oral solution,Specials,4,1856.0496,,63461680
202406,ENGLAND,Other magnesium preparations (090501300),Magnesium malate 250mg capsules,Specials,1,7.6324,,63461680
202406,ENGLAND,Magnesium aspartate (0905013A0),Magnesium aspartate (magnesium 10mmol) gran for soln sachets,Specials,38,3201.49219614993,,63461680
202406,ENGLAND,Magnesium aspartate (0905013A0),Magnesium aspartate (magnesium 5mmol) oral powder sachets,Specials,1,689.5124,,63461680
202406,ENGLAND,Magnesium citrate (0905013F0),Magnesium citrate 100mg capsules,Specials,35,5943.44288839639,,63461680
202406,ENGLAND,Magnesium citrate (0905013F0),Magnesium citrate 150mg tablets,Specials,11,1016.1064,,63461680
202406,ENGLAND,Magnesium glycerophosphate (0905013G0),Mag glycerophos (mag 121.25mg/5ml (5mmol/5ml)) susp,Specials,4,617.2696,,63461680
202406,ENGLAND,Magnesium glycerophosphate (0905013G0),Mag glycerophos (mag 97.2mg/5ml (4mmol/5ml)) soln,Specials,20,378.546649979268,,63461680
202406,ENGLAND,Magnesium glycerophosphate (0905013G0),Magn glycerophos (mag 97.2mg/5ml (4mmol/5ml)) susp,Specials,2,20.6022705136889,,63461680
202406,ENGLAND,Magnesium glycerophosphate (0905013G0),Magnesium glycerophosphate (magnesium 48.6mg (2mmol)) caps,Specials,38,7085.91463160485,,63461680
202406,ENGLAND,Magnesium glycerophosphate (0905013G0),Magnesium glycerophosphate (magnesium 9.72mg (0.4mmol)) caps,Specials,1,42.0056602498826,,63461680
202406,ENGLAND,Magnesium glycerophosphate (0905013G0),Magnesium glycerophosphate (magnesium 97.2mg (4mmol)) caps,Specials,43,3364.44431761537,,63461680
202406,ENGLAND,Magnesium glycerophosphate (0905013G0),Magnesium glycerophosphate (magnesium 97.2mg (4mmol)) tab,Specials,6,536.7444,,63461680
202406,ENGLAND,Magnesium lactate (0905013P0),Magnesium lactate 84mg modified-release tablets,Specials,3,332.819944463158,,63461680
202406,ENGLAND,Other phosphate supplement preparations (090502100),Phosphate 0.98mmol/ml / Sodium 0.78mmol/ml oral solution,Specials,21,3655.82998634411,,63461680
202406,ENGLAND,Other phosphate supplement preparations (090502100),Phosphate 0.98mmol/ml / Sodium 0.78mmol/ml oral suspension,Specials,2,58.0948,,63461680
202406,ENGLAND,Other phosphate supplement preparations (090502100),Phosphate 1mmol/ml oral solution,Specials,2,271.085996078622,,63461680
202406,ENGLAND,Sodium dihydrogen phosphate dihydrate (0905021L0),Sodium dihydrogen phosphate dihydrate 780mg/5ml soln,Specials,4,165.315378880948,,63461680
202406,ENGLAND,Other zinc preparations (090504100),Zinc citrate 50mg capsules,Specials,1,4.9624,,63461680
202406,ENGLAND,Vitamin A (0906011D0),"Retinol 10,000units/ml oral drops",Specials,1,579.0024,,63461680
202406,ENGLAND,Betacarotene (0906012B0),Betacarotene 15mg capsules,Specials,1,579.0124,,63461680
202406,ENGLAND,Nicotinamide (0906022K0),Nicotinamide 250mg tablets,Specials,26,2854.3724,,63461680
202406,ENGLAND,Nicotinamide (0906022K0),Nicotinamide 500mg capsules,Specials,23,5971.4152,,63461680
202406,ENGLAND,Nicotinamide (0906022K0),Nicotinamide 500mg tablets,Specials,7,2355.5068,,63461680
202406,ENGLAND,Nicotinamide (0906022K0),Nicotinamide 50mg tablets,Specials,2,261.1148,,63461680
202406,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 100mg/5ml oral solution,Specials,46,912.164514635001,,63461680
202406,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 100mg/5ml oral suspension,Specials,14,666.803842818815,,63461680
202406,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 10mg/5ml oral liquid,Specials,2,1184.0748,,63461680
202406,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 125mg/5ml oral liquid,Specials,1,224.1224,,63461680
202406,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 250mg/5ml oral liquid,Specials,1,995.9324,,63461680
202406,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 25mg/5ml oral liquid,Specials,2,931.6748,,63461680
202406,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 300mg/5ml oral solution,Specials,7,4172.1368,,63461680
202406,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 50mg/5ml oral liquid,Specials,5,2410.092,,63461680
202406,ENGLAND,Riboflavin (0906025P0),Riboflavin 100mg capsules,Specials,66,17511.4084,,63461680
202406,ENGLAND,Riboflavin (0906025P0),Riboflavin 100mg modified-release tablets,Specials,33,2353.7292,,63461680
202406,ENGLAND,Riboflavin (0906025P0),Riboflavin 100mg tablets,Specials,21,4377.9104,,63461680
202406,ENGLAND,Riboflavin (0906025P0),Riboflavin 100mg/5ml oral liquid,Specials,6,2959.9844,,63461680
202406,ENGLAND,Riboflavin (0906025P0),Riboflavin 120mg/5ml oral suspension,Specials,23,1298.98389536579,,63461680
202406,ENGLAND,Riboflavin (0906025P0),Riboflavin 50mg capsules,Specials,50,13027.72,,63461680
202406,ENGLAND,Thiamine hydrochloride (0906026M0),Thiamine 100mg/5ml oral solution,Specials,289,8590.55702844192,,63461680
202406,ENGLAND,Thiamine hydrochloride (0906026M0),Thiamine 100mg/5ml oral suspension,Specials,41,1884.28192302627,,63461680
202406,ENGLAND,Thiamine hydrochloride (0906026M0),Thiamine 50mg/5ml oral solution,Specials,6,2125.6144,,63461680
202406,ENGLAND,Thiamine hydrochloride (0906026M0),Thiamine 50mg/5ml oral suspension,Specials,6,175.752416961743,,63461680
202406,ENGLAND,Other vitamin B preparations (090602800),Biotin 10mg tablets,Specials,7,885.7768,,63461680
202406,ENGLAND,Other vitamin B preparations (090602800),Biotin 5mg/5ml oral liquid,Specials,2,546.3748,,63461680
202406,ENGLAND,Other vitamin B preparations (090602800),Pyridoxal phosphate 50mg capsules,Specials,2,1240.4448,,63461680
202406,ENGLAND,Ascorbic acid (0906031C0),Ascorbic acid 250mg/5ml oral solution,Specials,1,1396.8724,,63461680
202406,ENGLAND,Ascorbic acid (0906031C0),Ascorbic acid 500mg/5ml oral liquid,Specials,1,287.5524,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 10,000unit tablets",Specials,13,298.3412,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 10,000units/5ml oral solution",Specials,33,2074.9608805232,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 10,000units/5ml oral suspension",Specials,2,492.2848,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 10,000units/ml oral solution",Specials,7,151.7068,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 15,000units/5ml oral solution",Specials,10,663.304,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 15,000units/5ml oral suspension",Specials,2,388.4248,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,000unit capsules",Specials,6,452.4444,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,000unit tablets",Specials,66,938.901757221998,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,000units/ml oral drops sugar free",Specials,73,5271.2652,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,200unit capsules",Specials,18,1519.06695332586,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,200unit tablets",Specials,21,821.976675032204,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,500unit capsules",Specials,30,973.718735221347,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 20,000unit tablets",Specials,19,1978.3256,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 20,000units/ml oral solution",Specials,5,394.321014920633,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 200units/drop oral drops,Specials,72,1876.58627222527,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 3,000unit capsules",Specials,16,917.6084,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 3,000unit tablets",Specials,7,133.8568,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 3,000units/5ml oral solution",Specials,2,430.4248,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 30,000unit capsules",Specials,3,142.5372,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 30,000units/5ml oral liquid",Specials,1,66.0024,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 300,000units/1ml inj ampoules",Specials,15,1566.346,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 40,000unit capsules",Specials,25,186.556073869641,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 40,000unit tablets",Specials,1,5.3224,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 400unit tablets,Specials,346,18756.0729160297,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 400units/5ml oral suspension,Specials,2,343.1248,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 5,000unit capsules",Specials,36,610.146104915214,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 5,000unit tablets",Specials,22,1750.60391302381,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 5,000units/5ml oral solution",Specials,22,647.370596200096,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 50,000unit tablets",Specials,113,2556.56120368458,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 500unit capsules,Specials,1,7.8324,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 6,000unit capsules",Specials,2,83.2148,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 6,000units/5ml oral liquid",Specials,2,1665.4148,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 600unit capsules,Specials,42,1870.4708,,63461680
202406,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 800units/ml oral drops sugar free,Specials,14,4176.1536,,63461680
202406,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 1,000units/5ml oral solution",Specials,3,158.168315743468,,63461680
202406,ENGLAND,Ergocalciferol (0906040N0),Ergocalciferol 1.25mg capsules,Specials,7,55.7668,,63461680
202406,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 10,000units/5ml oral solution",Specials,5,134.680078106635,,63461680
202406,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 100,000units/5ml oral solution",Specials,1,35.723716556305,,63461680
202406,ENGLAND,Ergocalciferol (0906040N0),Ergocalciferol 12.5microgram tablets,Specials,15,1007.556,,63461680
202406,ENGLAND,Ergocalciferol (0906040N0),Ergocalciferol 125microgram tablets,Specials,2,5.9848,,63461680
202406,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 3,000units/5ml oral suspension",Specials,1,288.0824,,63461680
202406,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 3,000units/ml oral solution",Specials,6,236.781812428012,,63461680
202406,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 50,000units/5ml oral suspension",Specials,2,1786.1248,,63461680
202406,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 6,000units/5ml oral solution",Specials,10,231.929300338878,,63461680
202406,ENGLAND,Tocopheryl acetate (0906050T0),Alpha tocopheryl acetate 100mg chewable tablets,Specials,10,314.824,,63461680
202406,ENGLAND,Tocopheryl acetate (0906050T0),Alpha tocopheryl acetate 100mg/2ml inj ampoules,Specials,2,387.8048,,63461680
202406,ENGLAND,Menadiol sodium phosphate (0906060L0),Menadiol 5mg/5ml oral solution,Specials,2,1969.3548,,63461680
202406,ENGLAND,Menadiol sodium phosphate (0906060L0),Menadiol 5mg/5ml oral suspension,Specials,6,191.7144,,63461680
202406,ENGLAND,Phytomenadione (0906060Q0),Phytomenadione 10mg capsules,Specials,3,781.4172,,63461680
202406,ENGLAND,Phytomenadione (0906060Q0),Phytomenadione 10mg tablets,Specials,50,10907.01,,63461680
202406,ENGLAND,Phytomenadione (0906060Q0),Phytomenadione 500micrograms/5ml oral liquid,Specials,1,445.7624,,63461680
202406,ENGLAND,Sucrase (0908010AL),"Sucrase 58,000units/5ml oral solution",Specials,1,3136.9924,,63461680
202406,ENGLAND,Sodium benzoate (0908010N0),Sodium benzoate 1g/5ml oral solution,Specials,2,898.5248,,63461680
202406,ENGLAND,Sodium benzoate (0908010N0),Sodium benzoate 2g/5ml oral solution,Specials,1,710.0524,,63461680
202406,ENGLAND,Sodium benzoate (0908010N0),Sodium benzoate 500mg tablets,Specials,8,19064.8392,,63461680
202406,ENGLAND,Sodium benzoate (0908010N0),Sodium benzoate 500mg/5ml oral solution,Specials,15,5538.14884106698,,63461680
202406,ENGLAND,Betaine anhydrous (0908010T0),Betaine 500mg tablets,Specials,2,911.3248,,63461680
202406,ENGLAND,Levocarnitine (0908010Z0),Levocarnitine/L-Carnitine 500mg capsules,Specials,6,816.1944,,63461680
202406,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Arginine 2g/5ml oral solution,Specials,6,2051.55130799907,,63461680
202406,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Arginine 500mg capsules,Specials,1,451.6524,,63461680
202406,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Arginine 500mg/5ml oral solution,Specials,10,1544.38431024937,,63461680
202406,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Glycine 1g oral powder sachets,Specials,2,4439.9448,,63461680
202406,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Glycine 500mg capsules,Specials,3,1826.2272,,63461680
202406,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Glycine 600mg oral powder sachets,Specials,3,1637.7372,,63461680
202406,ENGLAND,Taurine (0911010T0),Taurine 500mg capsules,Specials,24,2184.0876,,63461680
202406,ENGLAND,Other enzyme preparations 0911020 (091102000),Ubidecarenone 100mg/5ml oral solution,Specials,2,8778.0248,,63461680
202406,ENGLAND,Other enzyme preparations 0911020 (091102000),Ubidecarenone 25mg/5ml oral solution,Specials,5,5416.632,,63461680
202406,ENGLAND,Other enzyme preparations 0911020 (091102000),Ubidecarenone 50mg/5ml oral solution,Specials,4,5644.0096,,63461680
202406,ENGLAND,Other enzyme preparations 0911020 (091102000),Ubidecarenone 5mg/ml oral drops,Specials,1,1895.9124,,63461680
202406,ENGLAND,Other health supplement preparations (091200000),Copper citrate 2mg capsules,Specials,27,1685.2648,,63461680
202406,ENGLAND,Pdr disc/non ACBS single L-amino acid supplement (0913445) (0913445A0),Citrulline powder,Specials,1,302.6424,,63461680
202406,ENGLAND,Pdr disc/non ACBS single L-amino acid supplement (0913445) (0913445A0),L-Phenylalanine 500mg capsules,Specials,3,55.3972,,63461680
202406,ENGLAND,Pdr disc/non ACBS single L-amino acid supplement (0913445) (0913445A0),L-arginine powder,Specials,2,686.7848,,63461680
202406,ENGLAND,Diclofenac sodium (1001010C0),Diclofenac 50mg/5ml oral solution,Specials,4,607.1996,95,63461680
202406,ENGLAND,Diclofenac sodium (1001010C0),Diclofenac 50mg/5ml oral suspension,Specials,17,750.319451592492,465,63461680
202406,ENGLAND,Ibuprofen (1001010J0),Ibuprofen 200mg/5ml oral suspension,Specials,4,12.4096,16.166666505,63461680
202406,ENGLAND,Indometacin (1001010K0),Indometacin 25mg/5ml oral solution,Specials,8,2076.1892,85.15,63461680
202406,ENGLAND,Indometacin (1001010K0),Indometacin 25mg/5ml oral suspension,Specials,35,1165.54064071967,374.5,63461680
202406,ENGLAND,Indometacin (1001010K0),Indometacin 5mg/5ml oral liquid,Specials,1,719.8124,9,63461680
202406,ENGLAND,Naproxen (1001010P0),Naproxen 200mg/5ml oral suspension,Specials,6,150.272834358921,61.33333295,63461680
202406,ENGLAND,Hydroxychloroquine sulfate (1001030C0),Hydroxychloroquine 100mg/5ml oral liquid,Specials,3,1255.2372,,63461680
202406,ENGLAND,Hydroxychloroquine sulfate (1001030C0),Hydroxychloroquine 200mg/5ml oral solution,Specials,6,1501.1444,,63461680
202406,ENGLAND,Hydroxychloroquine sulfate (1001030C0),Hydroxychloroquine 200mg/5ml oral suspension,Specials,32,590.018281976727,,63461680
202406,ENGLAND,Methotrexate (1001030U0),Methotrexate 10mg/5ml oral liquid,Specials,3,185.0472,,63461680
202406,ENGLAND,Methotrexate (1001030U0),Methotrexate 2.5mg/5ml oral liquid,Specials,1,316.5524,,63461680
202406,ENGLAND,Benzbromarone (1001040A0),Benzbromarone 100mg tablets,Specials,2,219.9248,,63461680
202406,ENGLAND,Benzbromarone (1001040A0),Benzbromarone 50mg tablets,Specials,9,1128.1016,,63461680
202406,ENGLAND,Allopurinol (1001040C0),Allopurinol 100mg/5ml oral solution,Specials,33,1276.17437097981,,63461680
202406,ENGLAND,Allopurinol (1001040C0),Allopurinol 100mg/5ml oral suspension,Specials,83,1977.68737770176,,63461680
202406,ENGLAND,Allopurinol (1001040C0),Allopurinol 300mg/5ml oral solution,Specials,5,1009.27953818116,,63461680
202406,ENGLAND,Allopurinol (1001040C0),Allopurinol 300mg/5ml oral suspension,Specials,28,741.718443712505,,63461680
202406,ENGLAND,Colchicine (1001040G0),Colchicine 400micrograms/5ml oral suspension,Specials,1,1398.0924,,63461680
202406,ENGLAND,Other neuromuscularar transmisson preparations (100201000),Amifampridine 10mg tablets,Specials,3,13440.0372,,63461680
202406,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 10mg/5ml oral liquid,Specials,1,594.4024,,63461680
202406,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 180mg modified-release tablets,Specials,6,993.0944,,63461680
202406,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 20mg/5ml oral suspension,Specials,26,1058.51359604698,,63461680
202406,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 30mg/5ml oral suspension,Specials,7,156.202170481167,,63461680
202406,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 60mg/5ml oral suspension,Specials,9,2979.9616,,63461680
202406,ENGLAND,Baclofen (1002020C0),Baclofen 20mg/5ml oral liquid,Specials,2,1693.2748,,63461680
202406,ENGLAND,Baclofen (1002020C0),Baclofen 5mg/5ml oral suspension,Specials,1,0.2524,,63461680
202406,ENGLAND,Dantrolene sodium (1002020J0),Dantrolene 100mg/5ml oral suspension,Specials,5,87.641743139412,,63461680
202406,ENGLAND,Dantrolene sodium (1002020J0),Dantrolene 25mg/5ml oral solution,Specials,10,3382.234,,63461680
202406,ENGLAND,Dantrolene sodium (1002020J0),Dantrolene 25mg/5ml oral suspension,Specials,21,1240.55175985418,,63461680
202406,ENGLAND,Tizanidine hydrochloride (1002020T0),Tizanidine 2mg/5ml oral solution,Specials,27,1006.16398389455,,63461680
202406,ENGLAND,Tizanidine hydrochloride (1002020T0),Tizanidine 2mg/5ml oral suspension,Specials,21,809.574384298524,,63461680
202406,ENGLAND,Capsaicin (1003020AA),Capsaicin 0.025% cream,Specials,21,3627.04758182008,,63461680
202406,ENGLAND,Capsaicin (1003020AA),Capsaicin 0.075% cream,Specials,20,3613.65020309596,,63461680
202406,ENGLAND,Methyl salicylate (1003020N0),Methyl salicylate 50% ointment,Specials,3,2107.7072,,63461680
202406,ENGLAND,Ciprofloxacin (1103010B0),Ciprofloxacin 0.2% eye drops preservative free,Specials,1,0.9524,,63461680
202406,ENGLAND,Gentamicin sulfate (1103010G0),Gentamicin 1.5% eye drops,Specials,1,119.1524,,63461680
202406,ENGLAND,Cefuroxime sodium (1103010T0),Cefuroxime 5% eye drops,Specials,2,844.4848,,63461680
