Year Month,Country,BNF Chemical Substance plus Code,Items,Actual Cost,ADQ Usage,List Size
202502,ENGLAND,Buprenorphine (0407020B0),207712,3618121.48040922,2702685.87829741,63814878
202502,ENGLAND,Codeine phosphate (0407020C0),428553,1100995.08833893,9602033.42921087,63814878
202502,ENGLAND,Dihydrocodeine tartrate (0407020G0),105861,564664.784849847,2424034.49999659,63814878
202502,ENGLAND,Dipipanone hydrochloride (0407020H0),56,40032.0797347217,1138.75,63814878
202502,ENGLAND,Diamorphine hydrochloride (Systemic) (0407020K0),470,36783.4318785276,9399.499997606,63814878
202502,ENGLAND,Meptazinol hydrochloride (0407020L0),3140,46936.3337328758,83750.333249583,63814878
202502,ENGLAND,Methadone hydrochloride (0407020M0),852,40061.0234037625,,63814878
202502,ENGLAND,Morphine hydrochloride (0407020P0),2,2.2048,2.6,63814878
202502,ENGLAND,Morphine sulfate (0407020Q0),388152,2210738.59306643,2817743.74326889,63814878
202502,ENGLAND,Pentazocine hydrochloride (0407020T0),66,7296.80362885784,2579.25,63814878
202502,ENGLAND,Pethidine hydrochloride (0407020V0),151,6142.9060267048,1023.5,63814878
202503,ENGLAND,Tramadol hydrochloride (040702040),420056,1475639.8697623,10396579.3331626,63824983
202503,ENGLAND,Hydromorphone hydrochloride (040702050),350,10090.6308939003,6523.833322346,63824983
202503,ENGLAND,Fentanyl (0407020A0),52256,1980047.8791244,238608,63824983
202503,ENGLAND,Oxycodone hydrochloride (0407020AD),150147,2517496.21596059,1545623.09625551,63824983
202503,ENGLAND,Oxycodone hydrochloride/naloxone hydrochloride (0407020AF),1757,111538.563173908,,63824983
202503,ENGLAND,Tapentadol (0407020AG),13001,537501.255399225,,63824983
202503,ENGLAND,Buprenorphine (0407020B0),220713,3837824.91847982,2865440.75706239,63824983
202503,ENGLAND,Codeine phosphate (0407020C0),458077,1176928.56124813,10259525.0948009,63824983
202503,ENGLAND,Dihydrocodeine tartrate (0407020G0),111834,598212.271229399,2564468.08332578,63824983
202503,ENGLAND,Dipipanone hydrochloride (0407020H0),56,41571.5761103477,1180.25,63824983
202503,ENGLAND,Diamorphine hydrochloride (Systemic) (0407020K0),466,39147.7329321043,10451.666664542,63824983
202503,ENGLAND,Meptazinol hydrochloride (0407020L0),3330,50377.7978697533,89897.666576769,63824983
202503,ENGLAND,Methadone hydrochloride (0407020M0),967,46149.0092442978,,63824983
202503,ENGLAND,Morphine hydrochloride (0407020P0),3,11.3852246016673,1.93333333,63824983
202503,ENGLAND,Morphine sulfate (0407020Q0),409029,2308789.77797894,2972142.70826815,63824983
202503,ENGLAND,Pentazocine hydrochloride (0407020T0),72,7797.54731576115,2754.25,63824983
202503,ENGLAND,Pethidine hydrochloride (0407020V0),148,6398.9333519055,1093.75,63824983
202504,ENGLAND,Tramadol hydrochloride (040702040),422351,1498148.19402198,10450938.2498326,63829070
202504,ENGLAND,Hydromorphone hydrochloride (040702050),299,8160.81502269463,5233.25832396,63829070
202504,ENGLAND,Fentanyl (0407020A0),52483,1976350.36563021,242700,63829070
202504,ENGLAND,Oxycodone hydrochloride (0407020AD),152739,2553509.65820075,1562343.7904541,63829070
202504,ENGLAND,Oxycodone hydrochloride/naloxone hydrochloride (0407020AF),1742,110178.98113397,,63829070
202504,ENGLAND,Tapentadol (0407020AG),13055,543404.91719297,,63829070
202504,ENGLAND,Buprenorphine (0407020B0),224537,3888550.58001467,2920843.63582881,63829070
202504,ENGLAND,Codeine phosphate (0407020C0),461706,1173474.21650028,10361718.6502047,63829070
202504,ENGLAND,Dihydrocodeine tartrate (0407020G0),113394,602223.615221844,2592469.333329,63829070
202504,ENGLAND,Dipipanone hydrochloride (0407020H0),64,47075.4036,1335.25,63829070
202504,ENGLAND,Diamorphine hydrochloride (Systemic) (0407020K0),430,40328.0791663359,10560.999997829,63829070
202504,ENGLAND,Meptazinol hydrochloride (0407020L0),3318,50235.5528637786,89606.66657706,63829070
202504,ENGLAND,Methadone hydrochloride (0407020M0),1167,55204.2422326403,,63829070
202504,ENGLAND,Morphine hydrochloride (0407020P0),6,33.3744,24,63829070
202504,ENGLAND,Morphine sulfate (0407020Q0),413994,2338395.68845889,2999423.26326814,63829070
202504,ENGLAND,Pentazocine hydrochloride (0407020T0),70,7789.02885942501,2793.75,63829070
202504,ENGLAND,Pethidine hydrochloride (0407020V0),154,8374.06057650751,1442.75,63829070
202505,ENGLAND,Tramadol hydrochloride (040702040),435318,1557150.68501165,10755668.9998275,63849271
202505,ENGLAND,Hydromorphone hydrochloride (040702050),342,9657.48145312446,6198.90832235,63849271
202505,ENGLAND,Fentanyl (0407020A0),53983,2023539.44084246,253533,63849271
202505,ENGLAND,Oxycodone hydrochloride (0407020AD),157226,2651224.24284659,1614423.82907894,63849271
202505,ENGLAND,Oxycodone hydrochloride/naloxone hydrochloride (0407020AF),1810,114377.616280815,,63849271
202505,ENGLAND,Tapentadol (0407020AG),13204,548417.613067398,,63849271
202505,ENGLAND,Buprenorphine (0407020B0),232004,4016588.81634591,3010210.57521366,63849271
202505,ENGLAND,Codeine phosphate (0407020C0),474414,1205234.52502653,10641730.8719785,63849271
202505,ENGLAND,Dihydrocodeine tartrate (0407020G0),116632,619949.249958036,2671267.54166163,63849271
202505,ENGLAND,Dipipanone hydrochloride (0407020H0),52,36889.6357690572,1048,63849271
202505,ENGLAND,Diamorphine hydrochloride (Systemic) (0407020K0),468,40067.6955843344,10784.499997901,63849271
202505,ENGLAND,Meptazinol hydrochloride (0407020L0),3360,51354.66389911,91637.666575029,63849271
202505,ENGLAND,Methadone hydrochloride (0407020M0),1350,61362.1875426314,,63849271
202505,ENGLAND,Morphine sulfate (0407020Q0),426326,2391345.25995014,3093334.46660185,63849271
202505,ENGLAND,Pentazocine hydrochloride (0407020T0),70,7393.89175262662,2509.25,63849271
202505,ENGLAND,Pethidine hydrochloride (0407020V0),155,6967.9726493436,1238.5,63849271
202506,ENGLAND,Tramadol hydrochloride (040702040),416039,1475540.63091489,10279216.3331643,63859394
202506,ENGLAND,Hydromorphone hydrochloride (040702050),301,9156.00498706703,5787.708323199,63859394
202506,ENGLAND,Fentanyl (0407020A0),51690,1884344.42724147,235638,63859394
202506,ENGLAND,Oxycodone hydrochloride (0407020AD),150309,2514932.77813986,1532438.53500373,63859394
202506,ENGLAND,Oxycodone hydrochloride/naloxone hydrochloride (0407020AF),1710,109768.792415819,,63859394
202506,ENGLAND,Tapentadol (0407020AG),13104,539396.754013037,,63859394
202506,ENGLAND,Buprenorphine (0407020B0),225229,3902420.82551711,2919370.757051,63859394
202506,ENGLAND,Codeine phosphate (0407020C0),458996,1165692.36570903,10286429.9280702,63859394
202506,ENGLAND,Dihydrocodeine tartrate (0407020G0),112255,596160.180720222,2561487.33332738,63859394
202506,ENGLAND,Dipipanone hydrochloride (0407020H0),54,38703.1699070426,1100,63859394
202506,ENGLAND,Diamorphine hydrochloride (Systemic) (0407020K0),405,35318.1392179936,9550.166664752,63859394
202506,ENGLAND,Meptazinol hydrochloride (0407020L0),3297,50421.4877801917,89955.333243378,63859394
202506,ENGLAND,Methadone hydrochloride (0407020M0),1287,57963.1803587694,,63859394
202506,ENGLAND,Morphine hydrochloride (0407020P0),3,1107.9672,8,63859394
202506,ENGLAND,Morphine sulfate (0407020Q0),408228,2289846.00468445,2950000.48160366,63859394
202506,ENGLAND,Pentazocine hydrochloride (0407020T0),70,8104.188,2929.5,63859394
202506,ENGLAND,Pethidine hydrochloride (0407020V0),142,6561.97910018415,1139,63859394
202507,ENGLAND,Tramadol hydrochloride (040702040),442212,1529952.07089187,10917181.4998233,63879648
202507,ENGLAND,Hydromorphone hydrochloride (040702050),372,10629.24538007,6798.583321338,63879648
202507,ENGLAND,Fentanyl (0407020A0),55537,2047516.44479051,259359,63879648
202507,ENGLAND,Oxycodone hydrochloride (0407020AD),161979,2661410.42681858,1641753.69542701,63879648
202507,ENGLAND,Oxycodone hydrochloride/naloxone hydrochloride (0407020AF),1782,112259.292106861,,63879648
202507,ENGLAND,Tapentadol (0407020AG),13621,558477.628080204,,63879648
202507,ENGLAND,Buprenorphine (0407020B0),241783,4173415.09992493,3137621.48428509,63879648
202507,ENGLAND,Codeine phosphate (0407020C0),486608,1100950.41897294,10947085.149297,63879648
202507,ENGLAND,Dihydrocodeine tartrate (0407020G0),119436,654822.286506569,2716129.16665578,63879648
202507,ENGLAND,Dipipanone hydrochloride (0407020H0),64,46420.0897429953,1317.5,63879648
202507,ENGLAND,Diamorphine hydrochloride (Systemic) (0407020K0),419,42955.1280752463,10453.666664388,63879648
202507,ENGLAND,Meptazinol hydrochloride (0407020L0),3533,52945.0949005153,94416.999905583,63879648
202507,ENGLAND,Methadone hydrochloride (0407020M0),1404,64226.4104869173,,63879648
202507,ENGLAND,Morphine sulfate (0407020Q0),435061,2428284.34993255,3134564.61159824,63879648
202507,ENGLAND,Pentazocine hydrochloride (0407020T0),86,9383.07874230225,3432.5,63879648
202507,ENGLAND,Pethidine hydrochloride (0407020V0),162,13121.7743248383,1494,63879648
202508,ENGLAND,Tramadol hydrochloride (040702040),407421,1405343.80955122,10042931.583167,63890633
202508,ENGLAND,Hydromorphone hydrochloride (040702050),308,8546.57606442024,5423.233323297,63890633
202508,ENGLAND,Fentanyl (0407020A0),50811,1844949.50545755,234081,63890633
202508,ENGLAND,Oxycodone hydrochloride (0407020AD),150357,2449930.22777778,1523551.32943429,63890633
202508,ENGLAND,Oxycodone hydrochloride/naloxone hydrochloride (0407020AF),1653,104965.075753493,,63890633
202508,ENGLAND,Tapentadol (0407020AG),12696,514398.399435375,,63890633
202508,ENGLAND,Buprenorphine (0407020B0),223160,3817209.35330096,2895016.81766018,63890633
202508,ENGLAND,Codeine phosphate (0407020C0),448866,1011491.66277754,10054406.2062648,63890633
202508,ENGLAND,Dihydrocodeine tartrate (0407020G0),110891,603271.891769981,2512140.99999634,63890633
202508,ENGLAND,Dipipanone hydrochloride (0407020H0),54,38712.4111956277,1100.25,63890633
202508,ENGLAND,Diamorphine hydrochloride (Systemic) (0407020K0),448,42883.701868376,11683.666664541,63890633
202508,ENGLAND,Meptazinol hydrochloride (0407020L0),3235,49504.305082981,88305.666578361,63890633
202508,ENGLAND,Methadone hydrochloride (0407020M0),1507,70791.0357901323,,63890633
202508,ENGLAND,Morphine hydrochloride (0407020P0),3,356.3672,4.5,63890633
202508,ENGLAND,Morphine sulfate (0407020Q0),402917,2266301.42908051,2895972.208271,63890633
202508,ENGLAND,Pentazocine hydrochloride (0407020T0),72,7849.4032173277,2824.5,63890633
202508,ENGLAND,Pethidine hydrochloride (0407020V0),140,6726.81455256701,1214.5,63890633
202508,ENGLAND,Morphine (Opium Tincture) (0407020W0),1,41.0124,,63890633
